experimento,visibilidad_barrida,repeticion,semilla_alice,semilla_bob,distancia_km,mu,eficiencia_detector,conteos_oscuros_hz,visibilidad,claves_completadas,bits_tamizados,errores,qber,tiempo_hasta_ultima_clave_s,tasa_tamizada_bps,indicador_ideal_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps
visibilidad,0.8688181818181818,21,40342,40343,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,12,0.01171875,0.006613999943,154823.10384410596,124062.22405292191,4659,2043,2034,8736,5.999998200501011e-07,150453.52108594033
visibilidad,0.8688181818181818,22,40344,40345,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,15,0.0146484375,0.006613999943,154823.10384410596,117959.47762566758,4576,2099,2139,8814,5.999998200501011e-07,150453.52108594033
visibilidad,0.8688181818181818,23,40346,40347,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,14,0.013671875,0.006613999943,154823.10384410596,119958.71216484027,4609,2126,2133,8868,5.999998200501011e-07,150453.52108594033
visibilidad,0.8688181818181818,24,40348,40349,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,18,0.017578125,0.00670999994,152608.04905461744,110541.07567099252,4630,2136,2029,8795,5.999998200501011e-07,150453.52108594033
visibilidad,0.8688181818181818,25,40350,40351,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,10,0.009765625,0.006677999941,153339.32450539386,127095.55232860155,4602,2144,2044,8790,5.999998200501011e-07,150453.52108594033
visibilidad,0.8688181818181818,26,40352,40353,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,13,0.0126953125,0.006677999941,153339.32450539386,120822.95926062949,4718,2128,2116,8962,5.999998200501011e-07,150453.52108594033
visibilidad,0.8688181818181818,27,40354,40355,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,10,0.009765625,0.0067419999389999995,151883.71540565212,125889.06832260407,4733,2069,2023,8825,5.999998200501011e-07,150453.52108594033
visibilidad,0.8688181818181818,28,40356,40357,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,13,0.0126953125,0.006677999941,153339.32450539386,120822.95926062949,4689,2031,2094,8814,5.999998200501011e-07,150453.52108594033
visibilidad,0.8688181818181818,29,40358,40359,30.0,0.1,0.15,200.0,0.8688181818181818,4,1024,16,0.015625,0.006677999941,153339.32450539386,114880.508927201,4714,2052,2031,8797,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,0,40400,40401,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,15,0.0146484375,0.006645999942,154077.64203077086,117391.51145067452,4705,2086,2061,8852,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,1,40402,40403,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,16,0.015625,0.006677999941,153339.32450539386,114880.508927201,4631,2123,2052,8806,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,2,40404,40405,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,13,0.0126953125,0.0067419999389999995,151883.71540565212,119676.01929904573,4716,2122,2136,8974,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,3,40406,40407,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,15,0.0146484375,0.0065819999439999995,155575.81414649737,118532.96641299324,4533,2079,2010,8622,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,4,40408,40409,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,11,0.0107421875,0.006677999941,153339.32450539386,124962.92961443988,4671,2085,2139,8895,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,5,40410,40411,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,15,0.0146484375,0.006645999942,154077.64203077086,117391.51145067452,4674,2020,2059,8753,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,6,40412,40413,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,8,0.0078125,0.006613999943,154823.10384410596,132780.14420489754,4615,2064,1927,8606,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,7,40414,40415,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,17,0.0166015625,0.00670999994,152608.04905461744,112422.96191460622,4688,2041,2090,8819,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,8,40416,40417,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,8,0.0078125,0.006645999942,154077.64203077086,132140.81761463912,4602,2144,2044,8790,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,9,40418,40419,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,15,0.0146484375,0.0067419999389999995,151883.71540565212,115719.96222951541,4671,2146,2140,8957,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,10,40420,40421,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,15,0.0146484375,0.006677999941,153339.32450539386,116828.98849736233,4643,2158,2069,8870,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,11,40422,40423,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,12,0.01171875,0.006837999936,149751.39069670797,119998.17936448703,4678,2172,2088,8938,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,12,40424,40425,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,8,0.0078125,0.0067419999389999995,151883.71540565212,130259.2515794332,4646,2111,2141,8898,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,13,40426,40427,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,8,0.0078125,0.006645999942,154077.64203077086,132140.81761463912,4677,2038,2023,8738,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,14,40428,40429,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,12,0.01171875,0.0067419999389999995,151883.71540565212,121706.84518519673,4686,2128,2094,8908,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,15,40430,40431,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,11,0.0107421875,0.0067419999389999995,151883.71540565212,123776.69002414636,4689,2092,2159,8940,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,16,40432,40433,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,16,0.015625,0.006645999942,154077.64203077086,115433.65009525276,4789,2094,2085,8968,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,17,40434,40435,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,12,0.01171875,0.0067419999389999995,151883.71540565212,121706.84518519673,4692,2063,2033,8788,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,18,40436,40437,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,8,0.0078125,0.006613999943,154823.10384410596,132780.14420489754,4605,2044,2082,8731,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,19,40438,40439,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,6,0.005859375,0.0067419999389999995,151883.71540565212,134864.82929917317,4644,2075,2100,8819,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,20,40440,40441,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,18,0.017578125,0.006773999938,151166.2251804408,109496.69588259379,4688,2110,2088,8886,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,21,40442,40443,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,14,0.013671875,0.006677999941,153339.32450539386,118809.06295752348,4713,2145,2098,8956,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,22,40444,40445,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,12,0.01171875,0.006613999943,154823.10384410596,124062.22405292191,4514,2052,2019,8585,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,23,40446,40447,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,12,0.01171875,0.006645999942,154077.64203077086,123464.87360449013,4674,2184,2029,8887,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,24,40448,40449,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,6,0.005859375,0.006613999943,154823.10384410596,137474.85315154787,4588,2070,2018,8676,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,25,40450,40451,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,13,0.0126953125,0.006613999943,154823.10384410596,121992.0958221165,4626,2078,2040,8744,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,26,40452,40453,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,15,0.0146484375,0.0067419999389999995,151883.71540565212,115719.96222951541,4752,2078,2076,8906,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,27,40454,40455,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,14,0.013671875,0.0067419999389999995,151883.71540565212,117681.24037365212,4674,2046,2101,8821,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,28,40456,40457,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,9,0.0087890625,0.006677999941,153339.32450539386,129275.37731702896,4689,2169,2085,8943,5.999998200501011e-07,150453.52108594033
visibilidad,0.885090909090909,29,40458,40459,30.0,0.1,0.15,200.0,0.885090909090909,4,1024,13,0.0126953125,0.0067419999389999995,151883.71540565212,119676.01929904573,4659,2021,2184,8864,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,0,40500,40501,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,12,0.01171875,0.00670999994,152608.04905461744,122287.26529831815,4636,2152,2075,8863,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,1,40502,40503,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,6,0.005859375,0.00670999994,152608.04905461744,135507.99985674382,4464,2176,1991,8631,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,2,40504,40505,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,9,0.0087890625,0.006645999942,154077.64203077086,129897.82871350378,4777,2116,2125,9018,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,3,40506,40507,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,11,0.0107421875,0.006549999945,156335.87917533945,127404.95322132658,4470,2007,2098,8575,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,4,40508,40509,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,12,0.01171875,0.006677999941,153339.32450539386,122873.24798802043,4714,2197,2127,9038,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,5,40510,40511,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,9,0.0087890625,0.006677999941,153339.32450539386,129275.37731702896,4590,2168,2114,8872,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,6,40512,40513,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.006645999942,154077.64203077086,127707.50802870883,4552,2038,2024,8614,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,7,40514,40515,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,7,0.0068359375,0.0065819999439999995,155575.81414649737,135750.2876798199,4426,1969,2041,8436,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,8,40516,40517,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.006677999941,153339.32450539386,127095.55232860155,4720,2118,2164,9002,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,9,40518,40519,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,7,0.0068359375,0.006677999941,153339.32450539386,133798.8011082192,4673,2110,2042,8825,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,10,40520,40521,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,11,0.0107421875,0.006613999943,154823.10384410596,126172.12636592498,4629,2043,2081,8753,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,11,40522,40523,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.0067419999389999995,151883.71540565212,125889.06832260407,4682,2137,2171,8990,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,12,40524,40525,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,15,0.0146484375,0.006677999941,153339.32450539386,116828.98849736233,4640,2120,2139,8899,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,13,40526,40527,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,9,0.0087890625,0.006645999942,154077.64203077086,129897.82871350378,4596,2082,2013,8691,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,14,40528,40529,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,12,0.01171875,0.0067419999389999995,151883.71540565212,121706.84518519673,4625,2029,2080,8734,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,15,40530,40531,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,13,0.0126953125,0.00670999994,152608.04905461744,120246.75440070558,4594,2099,2142,8835,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,16,40532,40533,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,16,0.015625,0.00670999994,152608.04905461744,114332.64362114112,4674,2163,2077,8914,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,17,40534,40535,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,12,0.01171875,0.00670999994,152608.04905461744,122287.26529831815,4723,2018,2133,8874,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,18,40536,40537,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.006645999942,154077.64203077086,127707.50802870883,4685,2112,1996,8793,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,19,40538,40539,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,6,0.005859375,0.006645999942,154077.64203077086,136812.92188435455,4641,2049,2077,8767,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,20,40540,40541,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.006613999943,154823.10384410596,128325.38528368769,4633,2049,2095,8777,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,21,40542,40543,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.0067419999389999995,151883.71540565212,125889.06832260407,4692,2082,2103,8877,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,22,40544,40545,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.0067419999389999995,151883.71540565212,125889.06832260407,4632,2079,2112,8823,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,23,40546,40547,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.00670999994,152608.04905461744,126489.43346365567,4668,2130,2160,8958,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,24,40548,40549,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,9,0.0087890625,0.00670999994,152608.04905461744,128658.86286369657,4692,2125,2133,8950,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,25,40550,40551,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,10,0.009765625,0.006645999942,154077.64203077086,127707.50802870883,4664,2117,2058,8839,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,26,40552,40553,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,12,0.01171875,0.006677999941,153339.32450539386,122873.24798802043,4634,2063,2143,8840,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,27,40554,40555,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,11,0.0107421875,0.0067419999389999995,151883.71540565212,123776.69002414636,4724,2027,2025,8776,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,28,40556,40557,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,8,0.0078125,0.006677999941,153339.32450539386,131507.61814340728,4701,2003,2086,8790,5.999998200501011e-07,150453.52108594033
visibilidad,0.9013636363636364,29,40558,40559,30.0,0.1,0.15,200.0,0.9013636363636364,4,1024,7,0.0068359375,0.006773999938,151166.2251804408,131902.62682086232,4789,2142,2108,9039,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,0,40600,40601,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,11,0.0107421875,0.006677999941,153339.32450539386,124962.92961443988,4697,2053,2099,8849,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,1,40602,40603,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,7,0.0068359375,0.006837999936,149751.39069670797,130668.08924675582,4653,2195,2082,8930,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,2,40604,40605,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,7,0.0068359375,0.0067419999389999995,151883.71540565212,132528.68495858918,4689,2188,2115,8992,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,3,40606,40607,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,7,0.0068359375,0.006805999937,150455.48185111597,131282.45580037514,4654,2165,2176,8995,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,4,40608,40609,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,8,0.0078125,0.006645999942,154077.64203077086,132140.81761463912,4683,2060,2068,8811,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,5,40610,40611,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,9,0.0087890625,0.006773999938,151166.2251804408,127443.30823698807,4774,2161,2065,9000,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,6,40612,40613,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,11,0.0107421875,0.006645999942,154077.64203077086,125564.61689364495,4591,2076,2062,8729,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,7,40614,40615,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,10,0.009765625,0.006677999941,153339.32450539386,127095.55232860155,4713,2018,2039,8770,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,8,40616,40617,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,7,0.0068359375,0.00670999994,152608.04905461744,133160.71444056655,4607,2049,2201,8857,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,9,40618,40619,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,6,0.005859375,0.006645999942,154077.64203077086,136812.92188435455,4652,2063,2157,8872,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,10,40620,40621,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,5,0.0048828125,0.0067419999389999995,151883.71540565212,137278.82338077642,4658,2138,2194,8990,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,11,40622,40623,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,10,0.009765625,0.006805999937,150455.48185111597,124705.27458245603,4673,2107,2108,8888,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,12,40624,40625,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,3,0.0029296875,0.0067419999389999995,151883.71540565212,142411.09604740705,4559,2066,2076,8701,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,13,40626,40627,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,7,0.0068359375,0.00670999994,152608.04905461744,133160.71444056655,4605,2091,1995,8691,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,14,40628,40629,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,2,0.001953125,0.006613999943,154823.10384410596,148003.27429628128,4647,2025,2067,8739,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,15,40630,40631,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,9,0.0087890625,0.006613999943,154823.10384410596,130526.30322586503,4716,2045,1997,8758,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,16,40632,40633,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,8,0.0078125,0.006677999941,153339.32450539386,131507.61814340728,4764,2064,2094,8922,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,17,40634,40635,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,7,0.0068359375,0.00670999994,152608.04905461744,133160.71444056655,4695,2124,2122,8941,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,18,40636,40637,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,11,0.0107421875,0.006613999943,154823.10384410596,126172.12636592498,4489,2124,2061,8674,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,19,40638,40639,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,4,0.00390625,0.0067419999389999995,151883.71540565212,139786.33945630412,4578,2140,2092,8810,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,20,40640,40641,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,12,0.01171875,0.006645999942,154077.64203077086,123464.87360449013,4609,2129,2123,8861,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,21,40642,40643,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,9,0.0087890625,0.006613999943,154823.10384410596,130526.30322586503,4563,2004,2100,8667,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,22,40644,40645,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,4,0.00390625,0.006613999943,154823.10384410596,142491.6087404683,4624,1974,2046,8644,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,23,40646,40647,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,6,0.005859375,0.006773999938,151166.2251804408,134227.7353454961,4666,2114,2094,8874,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,24,40648,40649,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,11,0.0107421875,0.00670999994,152608.04905461744,124366.98123016924,4599,2147,2133,8879,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,25,40650,40651,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,10,0.009765625,0.00670999994,152608.04905461744,126489.43346365567,4792,2101,2071,8964,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,26,40652,40653,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,11,0.0107421875,0.006677999941,153339.32450539386,124962.92961443988,4655,2014,2114,8783,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,27,40654,40655,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,14,0.013671875,0.006677999941,153339.32450539386,118809.06295752348,4717,2020,2046,8783,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,28,40656,40657,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,10,0.009765625,0.006613999943,154823.10384410596,128325.38528368769,4600,2081,2039,8720,5.999998200501011e-07,150453.52108594033
visibilidad,0.9176363636363636,29,40658,40659,30.0,0.1,0.15,200.0,0.9176363636363636,4,1024,8,0.0078125,0.006645999942,154077.64203077086,132140.81761463912,4672,2095,2092,8859,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,0,40700,40701,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,6,0.005859375,0.006645999942,154077.64203077086,136812.92188435455,4609,2028,2150,8787,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,1,40702,40703,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,7,0.0068359375,0.00670999994,152608.04905461744,133160.71444056655,4748,2067,2053,8868,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,2,40704,40705,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,8,0.0078125,0.0067419999389999995,151883.71540565212,130259.2515794332,4636,2135,2110,8881,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,3,40706,40707,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,3,0.0029296875,0.006645999942,154077.64203077086,144468.19278418546,4627,2112,2060,8799,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,4,40708,40709,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,2,0.001953125,0.006677999941,153339.32450539386,146584.85420903328,4676,2160,2133,8969,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,5,40710,40711,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,4,0.00390625,0.006613999943,154823.10384410596,142491.6087404683,4729,2002,2121,8852,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,6,40712,40713,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,7,0.0068359375,0.006613999943,154823.10384410596,135093.4976726471,4508,2030,2166,8704,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,7,40714,40715,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,4,0.00390625,0.006677999941,153339.32450539386,141126.01084364636,4693,2039,2115,8847,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,8,40716,40717,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,6,0.005859375,0.0067419999389999995,151883.71540565212,134864.82929917317,4508,2168,2063,8739,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,9,40718,40719,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,11,0.0107421875,0.00670999994,152608.04905461744,124366.98123016924,4660,2099,2091,8850,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,10,40720,40721,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,6,0.005859375,0.006677999941,153339.32450539386,136157.33437279932,4579,2110,2096,8785,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,11,40722,40723,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,10,0.009765625,0.006677999941,153339.32450539386,127095.55232860155,4657,2164,2162,8983,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,12,40724,40725,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,8,0.0078125,0.006645999942,154077.64203077086,132140.81761463912,4536,2062,2090,8688,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,13,40726,40727,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,8,0.0078125,0.006677999941,153339.32450539386,131507.61814340728,4596,2123,2077,8796,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,14,40728,40729,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,9,0.0087890625,0.006805999937,150455.48185111597,126844.10374479146,4729,2128,2164,9021,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,15,40730,40731,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,8,0.0078125,0.006613999943,154823.10384410596,132780.14420489754,4632,2022,2077,8731,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,16,40732,40733,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,6,0.005859375,0.006613999943,154823.10384410596,137474.85315154787,4593,2178,2091,8862,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,17,40734,40735,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,5,0.0048828125,0.006805999937,150455.48185111597,135987.92645113514,4753,2076,2120,8949,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,18,40736,40737,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,6,0.005859375,0.0067419999389999995,151883.71540565212,134864.82929917317,4689,2147,2134,8970,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,19,40738,40739,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,10,0.009765625,0.00670999994,152608.04905461744,126489.43346365567,4772,2084,2136,8992,5.999998200501011e-07,150453.52108594033
