experimento,distancia_km_barrida,repeticion,semilla_alice,semilla_bob,distancia_km,mu,eficiencia_detector,conteos_oscuros_hz,visibilidad,claves_completadas,bits_tamizados,errores,qber,tiempo_hasta_ultima_clave_s,tasa_tamizada_bps,indicador_ideal_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps
distancia,23.846153846153847,26,10352,10353,23.846153846153847,0.1,0.1,100.0,0.98,1,256,0,0.0,0.007900153743,32404.432663963158,32404.432663959567,1049,616,579,2244,2.9999995498908305e-07,133183.9720175987
distancia,23.846153846153847,27,10354,10355,23.846153846153847,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.007644153751,33489.645595695976,30822.231040425726,1085,534,614,2233,2.9999995498908305e-07,133183.9720175987
distancia,23.846153846153847,28,10356,10357,23.846153846153847,0.1,0.1,100.0,0.98,1,256,0,0.0,0.007708153749,33211.58455527844,33211.584555274756,1072,617,610,2299,2.9999995498908305e-07,133183.9720175987
distancia,23.846153846153847,29,10358,10359,23.846153846153847,0.1,0.1,100.0,0.98,1,256,0,0.0,0.007836153745,32669.088475113887,32669.088475110268,1042,537,611,2190,2.9999995498908305e-07,133183.9720175987
distancia,31.46153846153846,0,10400,10401,31.46153846153846,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.00930653832,27507.542675653003,23591.152693032815,961,522,543,2026,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,1,10402,10403,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009434538316,27134.343136415115,27134.34313641211,934,544,506,1984,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,2,10404,10405,31.46153846153846,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.009114538326,28086.995834966005,25849.89657125711,909,514,530,1953,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,3,10406,10407,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009178538324,27891.151179334553,27891.151179331464,926,503,497,1926,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,4,10408,10409,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.008922538332,28691.38696573324,28691.38696573006,959,477,514,1950,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,5,10410,10411,31.46153846153846,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.009370538317999999,27319.668445114406,25143.685989658952,878,508,538,1924,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,6,10412,10413,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009210538322999999,27794.249480590326,27794.249480587245,987,509,528,2024,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,7,10414,10415,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009338538319,27413.283669795263,27413.283669792225,908,533,537,1978,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,8,10416,10417,31.46153846153846,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.008858538334,28898.672709632596,26596.92424850311,952,545,569,2066,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,9,10418,10419,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.008922538332,28691.38696573324,28691.38696573006,924,541,542,2007,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,10,10420,10421,31.46153846153846,0.1,0.1,100.0,0.98,1,256,3,0.01171875,0.009082538327,28185.95317555438,22585.854121176857,966,491,506,1963,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,11,10422,10423,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009114538326,28086.995834966005,28086.995834962894,941,515,501,1957,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,12,10424,10425,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009338538319,27413.283669795263,27413.283669792225,962,543,535,2040,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,13,10426,10427,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009082538327,28185.95317555438,28185.953175551258,908,487,548,1943,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,14,10428,10429,31.46153846153846,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.009722538307,26330.572522988776,22581.753819638725,951,518,563,2032,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,15,10430,10431,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009210538322999999,27794.249480590326,27794.249480587245,940,577,562,2079,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,16,10432,10433,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009274538321,27602.452126414584,27602.452126411525,932,513,515,1960,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,17,10434,10435,31.46153846153846,0.1,0.1,100.0,0.98,1,256,3,0.01171875,0.009402538317,27226.690428599082,21817.1815724194,918,585,524,2027,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,18,10436,10437,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009658538309,26505.045775037677,26505.04577503474,972,543,542,2057,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,19,10438,10439,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009338538319,27413.283669795263,27413.283669792225,951,524,518,1993,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,20,10440,10441,31.46153846153846,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.009370538317999999,27319.668445114406,25143.685989658952,973,530,521,2024,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,21,10442,10443,31.46153846153846,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.009434538316,27134.343136415115,24973.121644149665,902,559,540,2001,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,22,10444,10445,31.46153846153846,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.009274538321,27602.452126414584,25403.946252330003,960,512,526,1998,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,23,10446,10447,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009562538312,26771.134571952134,26771.13457194917,973,546,497,2016,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,24,10448,10449,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009562538312,26771.134571952134,26771.13457194917,976,547,527,2050,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,25,10450,10451,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009178538324,27891.151179334553,27891.151179331464,910,531,519,1960,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,26,10452,10453,31.46153846153846,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.009530538312999999,26861.022073727643,24721.570312610624,912,488,534,1934,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,27,10454,10455,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009498538314,26951.515226577416,26951.51522657443,932,560,537,2029,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,28,10456,10457,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009082538327,28185.95317555438,28185.953175551258,927,514,530,1971,2.9999995498908305e-07,93837.14545257327
distancia,31.46153846153846,29,10458,10459,31.46153846153846,0.1,0.1,100.0,0.98,1,256,0,0.0,0.009050538327999999,28285.61028331353,28285.610283310398,966,534,503,2003,2.9999995498908305e-07,93837.14545257327
distancia,39.07692307692307,0,10500,10501,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011192922882,22871.59508725721,22871.595087254675,804,499,499,1802,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,1,10502,10503,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.010904922891,23475.63596357758,21605.826595648043,827,438,464,1729,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,2,10504,10505,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.010584922901,24185.34385128253,24185.34385127985,813,472,510,1795,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,3,10506,10507,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011352922877,22549.259144412314,22549.259144409814,851,472,491,1814,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,4,10508,10509,39.07692307692307,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.011288922879,22677.097075064536,19448.442415980924,865,511,484,1860,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,5,10510,10511,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.010904922891,23475.63596357758,21605.826595648043,798,490,472,1760,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,6,10512,10513,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011352922877,22549.259144412314,22549.259144409814,904,469,521,1894,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,7,10514,10515,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.010520922903,24332.46611159964,22394.41113618233,814,443,485,1742,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,8,10516,10517,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.011064922886,23136.17570023072,21293.403980245228,806,480,466,1752,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,9,10518,10519,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.010840922893,23614.22570077494,23614.225700772324,827,429,484,1740,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,10,10520,10521,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011416922874999999,22422.854459372007,22422.854459369522,878,501,457,1836,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,11,10522,10523,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.010776922894999999,23754.46150020915,23754.46150020652,801,495,460,1756,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,12,10524,10525,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.010072922917,25414.668821494764,25414.66882149195,873,431,444,1748,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,13,10526,10527,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011448922874,22360.182072792606,22360.18207279013,841,490,531,1862,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,14,10528,10529,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.011160922883,22937.171297001965,21110.25006549711,838,498,484,1820,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,15,10530,10531,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.010648922899,24039.989999743542,24039.98999974088,823,463,470,1756,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,16,10532,10533,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.011544922871,22174.249482692798,20408.094160047935,871,532,467,1870,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,17,10534,10535,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.011000922888,23270.774880101133,21417.28247898786,875,451,512,1838,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,18,10536,10537,39.07692307692307,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.011544922871,22174.249482692798,19017.187815275884,857,481,468,1806,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,19,10538,10539,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011256922879999999,22741.561146770513,22741.561146767992,866,499,497,1862,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,20,10540,10541,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011032922887,23203.280093767593,23203.28009376502,843,478,476,1797,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,21,10542,10543,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011384922876,22485.879156868166,22485.879156865674,818,503,465,1786,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,22,10544,10545,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.010936922889999999,23406.949338014398,21542.610786557256,861,512,496,1869,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,23,10546,10547,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.011032922887,23203.280093767593,21355.16358040316,864,459,474,1797,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,24,10548,10549,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.010712922897,23896.37286306701,21993.05224980552,851,459,487,1797,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,25,10550,10551,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.011032922887,23203.280093767593,21355.16358040316,859,442,464,1765,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,26,10552,10553,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011448922874,22360.182072792606,22360.18207279013,862,521,468,1851,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,27,10554,10555,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011384922876,22485.879156868166,22485.879156865674,856,458,509,1823,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,28,10556,10557,39.07692307692307,0.1,0.1,100.0,0.98,1,256,0,0.0,0.011384922876,22485.879156868166,22485.879156865674,858,514,494,1866,2.9999995498908305e-07,66106.04755788785
distancia,39.07692307692307,29,10558,10559,39.07692307692307,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.010488922904,24406.70051091454,22462.732844762166,795,429,522,1746,2.9999995498908305e-07,66106.04755788785
distancia,46.69230769230769,0,10600,10601,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.014935307386,17140.591310492095,15775.361492908676,787,466,470,1723,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,1,10602,10603,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.013911307418,18402.29622621657,18402.296226214534,766,433,456,1655,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,2,10604,10605,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.014199307409,18029.0483631433,18029.048363141304,819,475,422,1716,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,3,10606,10607,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.013879307419,18444.724385133963,16975.621759002337,798,464,424,1686,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,4,10608,10609,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.014551307398,17592.920896935066,16191.663510197184,770,473,455,1698,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,5,10610,10611,46.69230769230769,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.014839307389,17251.47901375547,14795.297435069599,826,484,501,1811,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,6,10612,10613,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.014647307395,17477.615038473767,16085.541640389594,741,457,471,1669,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,7,10614,10615,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.014199307409,18029.0483631433,16593.05388884823,816,486,466,1768,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,8,10616,10617,46.69230769230769,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.013623307426999999,18791.325188231032,16115.907809255743,830,421,468,1719,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,9,10618,10619,46.69230769230769,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.013719307424,18659.834063646973,16003.137750715154,804,431,444,1679,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,10,10620,10621,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.014327307405,17867.977056921394,16444.811740385696,787,491,443,1721,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,11,10622,10623,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.013431307433,19059.94641824829,17541.84201330826,785,398,446,1629,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,12,10624,10625,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.013495307431,18969.556737325136,18969.556737323033,753,419,487,1659,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,13,10626,10627,46.69230769230769,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.013271307438,19289.734730053053,16543.356227437966,718,470,412,1600,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,14,10628,10629,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.01416730741,18069.770958686357,16630.53297308659,794,463,426,1683,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,15,10630,10631,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.015223307376999999,16816.31945412699,16816.31945412513,824,477,502,1803,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,16,10632,10633,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.013943307416999999,18360.06281320879,18360.062813206758,797,426,484,1707,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,17,10634,10635,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.013495307431,18969.556737325136,18969.556737323033,779,438,449,1666,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,18,10636,10637,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.013623307426999999,18791.325188231032,17294.616177779582,753,445,434,1632,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,19,10638,10639,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.013591307428,18835.568348090197,18835.56834808811,760,444,439,1643,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,20,10640,10641,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.013975307416,18318.02280835065,16859.011827683644,773,422,465,1660,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,21,10642,10643,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.013975307416,18318.02280835065,18318.02280834862,785,448,427,1660,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,22,10644,10645,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.014231307408,17988.50890228764,17988.508902285645,794,463,450,1707,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,23,10646,10647,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.014007307415,18276.17488610676,18276.174886104734,822,497,428,1747,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,24,10648,10649,46.69230769230769,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.013943307416999999,18360.06281320879,16897.703390990147,793,456,427,1676,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,25,10650,10651,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.014263307406999999,17948.151343520996,17948.151343519006,785,440,454,1679,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,26,10652,10653,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.014071307413,18193.050047608962,18193.050047606946,796,469,412,1677,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,27,10654,10655,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.016119307349,15881.57570653193,15881.575706530171,848,482,478,1808,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,28,10656,10657,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.014839307389,17251.47901375547,17251.47901375356,834,436,464,1734,2.9999995498908305e-07,46566.41303805387
distancia,46.69230769230769,29,10658,10659,46.69230769230769,0.1,0.1,100.0,0.98,1,256,0,0.0,0.014007307415,18276.17488610676,18276.174886104734,813,447,473,1733,2.9999995498908305e-07,46566.41303805387
distancia,54.30769230769231,0,10700,10701,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.019093691882,13407.569451842692,13407.569451841206,752,467,456,1675,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,1,10702,10703,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.017813691922,14370.968192384573,13226.335902378527,754,425,442,1621,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,2,10704,10705,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.018069691914,14167.369383960378,14167.369383958809,771,461,449,1681,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,3,10706,10707,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.017429691934,14687.580306604403,14687.580306602775,728,412,413,1553,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,4,10708,10709,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.01787769192,14319.521845748419,13178.987202384844,747,386,435,1568,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,5,10710,10711,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.018677691895,13706.19032796718,13706.190327965662,783,453,429,1665,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,6,10712,10713,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.017077691945,14990.316069903789,14990.316069902128,741,409,391,1541,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,7,10714,10715,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.016821691952999998,15218.445368947841,15218.445368946155,727,431,438,1596,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,8,10716,10717,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.01659769196,15423.831254186018,15423.831254184308,688,408,435,1531,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,9,10718,10719,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.018133691912,14117.367894101673,12992.934597391262,764,431,440,1635,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,10,10720,10721,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.017909691919,14293.936554453805,14293.93655445222,755,425,430,1610,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,11,10722,10723,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.017909691919,14293.936554453805,13155.439752255346,682,393,415,1490,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,12,10724,10725,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.017845691921,14345.19889356326,13202.61910072559,732,458,457,1647,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,13,10726,10727,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.018933691887,13520.870706455898,12443.947774582211,766,470,407,1643,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,14,10728,10729,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.015669691989,16337.27071213078,16337.27071212897,668,424,382,1474,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,15,10730,10731,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.016533691962,15483.53511051097,15483.535110509254,731,399,388,1518,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,16,10732,10733,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.016853691952,15189.550202359127,13979.718728269474,750,393,409,1552,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,17,10734,10735,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.018581691897999998,13777.001653307685,13777.001653306159,743,400,447,1590,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,18,10736,10737,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.019669691864,13014.94714660671,13014.947146605267,757,482,470,1709,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,19,10738,10739,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.018357691905,13945.108204494622,13945.108204493077,719,408,423,1550,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,20,10740,10741,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.017845691921,14345.19889356326,13202.61910072559,707,388,415,1510,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,21,10742,10743,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.018069691914,14167.369383960378,14167.369383958809,735,445,450,1630,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,22,10744,10745,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.018453691902,13872.562810710786,12767.627977809885,723,450,418,1591,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,23,10746,10747,54.30769230769231,0.1,0.1,100.0,0.98,1,256,2,0.0078125,0.018005691916,14217.726327557366,12193.47568396333,733,466,390,1589,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,24,10748,10749,54.30769230769231,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.017365691936,14741.710318452584,13567.548813498597,743,421,435,1599,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,25,10750,10751,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.019125691881,13385.13668382986,13385.136683828377,719,450,463,1632,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,26,10752,10753,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.017589691929,14553.978604817668,14553.978604816055,785,433,449,1667,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,27,10754,10755,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.018421691902999998,13896.66059708175,13896.660597080212,749,437,424,1610,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,28,10756,10757,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.017013691947,15046.704783269577,15046.704783267909,746,408,399,1553,2.9999995498908305e-07,32800.98348869664
distancia,54.30769230769231,29,10758,10759,54.30769230769231,0.1,0.1,100.0,0.98,1,256,0,0.0,0.017973691917,14243.03928108773,14243.03928108615,676,444,415,1535,2.9999995498908305e-07,32800.98348869664
distancia,61.92307692307692,0,10800,10801,61.92307692307692,0.1,0.1,100.0,0.98,1,256,1,0.00390625,0.026420076274,9689.601095206892,8917.83470185219,670,444,436,1550,2.9999995498908305e-07,23104.605157162616
distancia,61.92307692307692,1,10802,10803,61.92307692307692,0.1,0.1,100.0,0.98,1,256,0,0.0,0.02462807633,10394.640513930875,10394.640513929724,718,435,418,1571,2.9999995498908305e-07,23104.605157162616
distancia,61.92307692307692,2,10804,10805,61.92307692307692,0.1,0.1,100.0,0.98,1,256,0,0.0,0.024468076335,10462.612446316778,10462.61244631562,715,428,419,1562,2.9999995498908305e-07,23104.605157162616
distancia,61.92307692307692,3,10806,10807,61.92307692307692,0.1,0.1,100.0,0.98,1,256,0,0.0,0.024980076319,10248.167248603833,10248.167248602698,710,417,436,1563,2.9999995498908305e-07,23104.605157162616
