experimento,indice_punto,repeticion,variable,semilla_alice,semilla_bob,distancia_km,atenuacion_db_km,eficiencia_detector,conteos_oscuros_hz,mu,frecuencia_hz,visibilidad,longitud_clave_bits,claves_solicitadas,claves_completadas,horizonte_s,retardo_clasico_extra_s,corrida_completa,pulsos_emitidos,clics,slots_con_clic,slots_validos,slots_validos_con_bases_comparadas,bits_observados_con_bases_coincidentes,bits_tamizados,errores,qber,tasa_tamizada_bps,tiempo_hasta_ultima_clave_s,fraccion_tamizado,ganancia_clic_observada,tasa_clics_bps,contabilidad_consistente,distancia_km_barrida,proxy_asintotico_monofotonico_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps,eficiencia_barrida,conteos_oscuros_barridos_hz,retardo_clasico_extra_ps,visibilidad_barrida,intensidad_media_fotones,intensidad_senuelo,mu_referencia,mu_senal,nu_debil,y0,corrida_pareada_completa,E_reference,E_mu,E_nu,q_reference,q_mu,q_nu,y1_cota_inferior,e1_cota_superior,q1_cota_inferior,e1_clamp_limite_fisico,tasa_sin_senuelos_referencia_bps,tasa_sin_senuelos_pareada_bps,tasa_con_senuelos_bps
distancia,0,0,1.0,10000,10001,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35201,34904,25390,16829,7636,6144,11,0.0017903645833333333,831056.4061685017,0.007392999987,0.4537405668786024,0.068171875,4721222.786605694,True,1.0,797095.8563788437,18833,8984,8846,36663,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,1,1.0,10002,10003,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35328,35032,25346,16996,7726,6144,8,0.0013020833333333333,831056.4061685017,0.007392999987,0.4545775476582725,0.068421875,4738536.461734205,True,1.0,805283.1496710222,18787,8980,9001,36768,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,2,1.0,10004,10005,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35149,34848,25046,16728,7667,6144,12,0.001953125,831056.4061685017,0.007392999987,0.4583333333333333,0.0680625,4713648.053736971,True,1.0,794449.0595001143,18617,9013,9045,36675,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,3,1.0,10006,10007,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35422,35126,25289,17005,7683,6144,12,0.001953125,831056.4061685017,0.007392999987,0.45180829167891795,0.06860546875,4751251.191906705,True,1.0,794449.0595001143,18683,9154,9028,36865,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,4,1.0,10008,10009,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35255,34951,25191,16749,7635,6144,14,0.0022786458333333335,831056.4061685017,0.007392999987,0.4558481103349454,0.068263671875,4727580.151691944,True,1.0,789258.4610028913,18682,8994,9029,36705,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,5,1.0,10010,10011,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35286,35005,25366,16906,7636,6144,14,0.0022786458333333335,831056.4061685017,0.007392999987,0.45167396190701525,0.068369140625,4734884.358386785,True,1.0,789258.4610028913,18867,8928,8881,36676,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,6,1.0,10012,10013,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35282,34992,25420,16970,7674,6144,14,0.0022786458333333335,831056.4061685017,0.007392999987,0.4522097819681791,0.06834375,4733125.938256545,True,1.0,789258.4610028913,18853,8963,8893,36709,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,7,1.0,10014,10015,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35076,34791,25110,16742,7697,6144,16,0.0026041666666666665,831056.4061685017,0.007392999987,0.45974196631226855,0.067951171875,4705938.057781306,True,1.0,784188.9819101882,18711,8940,8955,36606,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,8,1.0,10016,10017,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,532480,36660,36366,26354,17844,8008,6144,8,0.0013020833333333333,803242.2553595754,0.007648999986,0.44877830082941045,0.06829552283653846,4754346.982162487,True,1.0,778331.5892202678,19510,9341,9301,38152,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,9,1.0,10018,10019,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35403,35091,25184,16868,7676,6144,10,0.0016276041666666667,831056.4061685017,0.007392999987,0.4550628408821437,0.068537109375,4746516.983863752,True,1.0,799781.0940066994,18626,8982,9258,36866,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,10,1.0,10020,10021,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35564,35260,25414,16948,7695,6144,9,0.00146484375,831056.4061685017,0.007392999987,0.45403587443946186,0.0688671875,4769376.445556864,True,1.0,802508.6218567403,18941,8947,9121,37009,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,11,1.0,10022,10023,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35003,34707,25123,16740,7645,6144,11,0.0017903645833333333,831056.4061685017,0.007392999987,0.45669056152927123,0.067787109375,4694575.958478221,True,1.0,797095.8563788437,18682,8734,9017,36433,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,12,1.0,10024,10025,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,532480,36395,36061,26144,17794,7985,6144,11,0.0017903645833333333,803242.2553595754,0.007648999986,0.4487467685736765,0.0677227313701923,4714472.488691675,True,1.0,770418.3117574065,19393,9209,9285,37887,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,13,1.0,10026,10027,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35606,35310,25579,17100,7825,6144,16,0.0026041666666666665,831056.4061685017,0.007392999987,0.45760233918128657,0.06896484375,4776139.599903938,True,1.0,784188.9819101882,19067,8995,9007,37069,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,14,1.0,10028,10029,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,532480,36403,36095,25993,17560,7879,6144,22,0.0035807291666666665,803242.2553595754,0.007648999986,0.4486902050113895,0.06778658353365384,4718917.514193338,True,1.0,743814.9827568736,19400,9097,9365,37862,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,15,1.0,10030,10031,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35314,35026,25379,16968,7650,6144,12,0.001953125,831056.4061685017,0.007392999987,0.45084865629420084,0.06841015625,4737724.883212555,True,1.0,794449.0595001143,18896,8925,8963,36784,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,16,1.0,10032,10033,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35334,35032,25518,17139,7806,6144,16,0.0026041666666666665,831056.4061685017,0.007392999987,0.4554524768072816,0.068421875,4738536.461734205,True,1.0,784188.9819101882,18950,8943,8922,36815,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,17,1.0,10034,10035,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35196,34912,25289,16891,7697,6144,12,0.001953125,831056.4061685017,0.007392999987,0.45568646024510095,0.0681875,4722304.891301226,True,1.0,794449.0595001143,18676,8968,9005,36649,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,18,1.0,10036,10037,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,34948,34656,25129,16687,7611,6144,15,0.00244140625,831056.4061685017,0.007392999987,0.45610355366452926,0.0676875,4687677.541044205,True,1.0,786709.6263201445,18595,8999,8789,36383,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,19,1.0,10038,10039,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35400,35131,25453,17023,7736,6144,10,0.0016276041666666667,831056.4061685017,0.007392999987,0.4544439875462609,0.068615234375,4751927.507341412,True,1.0,799781.0940066994,18971,8895,8976,36842,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,20,1.0,10040,10041,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35151,34843,25120,16793,7629,6144,13,0.0021158854166666665,831056.4061685017,0.007392999987,0.45429643303757516,0.068052734375,4712971.738302263,True,1.0,791837.4979382162,18602,9048,8959,36609,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,21,1.0,10042,10043,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,532480,36804,36462,26299,17895,8043,6144,8,0.0013020833333333333,803242.2553595754,0.007648999986,0.44945515507124895,0.06847581129807692,4766897.64240248,True,1.0,778331.5892202678,19463,9395,9343,38201,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,22,1.0,10044,10045,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,34875,34589,24929,16538,7651,6144,14,0.0022786458333333335,831056.4061685017,0.007392999987,0.46263151529810137,0.067556640625,4678614.914219125,True,1.0,789258.4610028913,18529,8930,8858,36317,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,23,1.0,10046,10047,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35057,34767,25089,16709,7622,6144,9,0.00146484375,831056.4061685017,0.007392999987,0.45616135017056675,0.067904296875,4702691.743694711,True,1.0,802508.6218567403,18505,9020,8943,36468,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,24,1.0,10048,10049,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,532480,36243,35913,25871,17755,7911,6144,7,0.0011393229166666667,803242.2553595754,0.007648999986,0.4455646296817798,0.06744478665865385,4695123.554155018,True,1.0,781064.3831072438,19146,9277,9324,37747,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,25,1.0,10050,10051,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35246,34945,25279,16694,7656,6144,16,0.0026041666666666665,831056.4061685017,0.007392999987,0.4586078830717623,0.068251953125,4726768.573170295,True,1.0,784188.9819101882,18664,8985,9064,36713,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,26,1.0,10052,10053,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35357,35032,25282,16827,7698,6144,10,0.0016276041666666667,831056.4061685017,0.007392999987,0.4574790515243359,0.068421875,4738536.461734205,True,1.0,799781.0940066994,18785,8986,9047,36818,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,27,1.0,10054,10055,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35326,35048,25354,16915,7644,6144,13,0.0021158854166666665,831056.4061685017,0.007392999987,0.45190659178244164,0.068453125,4740700.671125269,True,1.0,791837.4979382162,18779,8934,9034,36747,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,28,1.0,10056,10057,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,512000,35410,35128,25355,16850,7695,6144,15,0.00244140625,831056.4061685017,0.007392999987,0.4566765578635015,0.068609375,4751521.718080588,True,1.0,786709.6263201445,18960,8875,9035,36870,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,0,29,1.0,10058,10059,1.0,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,532480,36649,36353,26238,17735,7969,6144,15,0.00244140625,803242.2553595754,0.007648999986,0.4493374682830561,0.06827110877403846,4752647.413588321,True,1.0,760379.6924830591,19383,9383,9399,38165,2.9999995498908305e-07,380190.6912620767,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,0,8.615384615384615,10100,10101,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31994,31781,23030,16760,7572,6144,22,0.0035807291666666665,693188.9204130403,0.008863384597,0.45178997613365157,0.05005827872983871,3585650.5663487683,True,8.615384615384615,641903.8608140312,17026,7999,8071,33096,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,1,8.615384615384615,10102,10103,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32269,32082,23436,17183,7810,6144,31,0.005045572916666667,693188.9204130403,0.008863384597,0.4545190013385323,0.05053238407258064,3619610.5053208265,True,8.615384615384615,624669.4019278131,17298,7911,8126,33335,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,2,8.615384615384615,10104,10105,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32028,31838,23159,16996,7632,6144,12,0.001953125,693188.9204130403,0.008863384597,0.4490468345493057,0.05014805947580645,3592081.5182471317,True,8.615384615384615,662654.5223530603,17078,8042,7998,33118,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,3,8.615384615384615,10106,10107,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32227,32018,23250,17104,7810,6144,11,0.0017903645833333333,693188.9204130403,0.008863384597,0.4566183348924228,0.05043157762096774,3612389.7873998573,True,8.615384615384615,664862.2308278411,17288,8071,7918,33277,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,4,8.615384615384615,10108,10109,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32256,32074,23290,16991,7683,6144,13,0.0021158854166666665,693188.9204130403,0.008863384597,0.4521805661820964,0.050519783266129034,3618707.9155807053,True,8.615384615384615,660476.2038583742,17259,8053,8045,33357,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,5,8.615384615384615,10110,10111,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31924,31750,23081,16825,7640,6144,15,0.00244140625,693188.9204130403,0.008863384597,0.4540861812778603,0.05000945060483871,3582153.031105799,True,8.615384615384615,656199.0166968723,17105,8047,7859,33011,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,6,8.615384615384615,10112,10113,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,655360,32860,32669,23782,17576,7885,6144,15,0.00244140625,673729.6727999517,0.009119384596,0.4486231224396905,0.04984893798828125,3582368.9258954464,True,8.615384615384615,637778.152235044,17685,8150,8147,33982,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,7,8.615384615384615,10114,10115,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,655360,33000,32826,23693,17550,7913,6144,12,0.001953125,673729.6727999517,0.009119384596,0.4508831908831909,0.0500885009765625,3599584.999891148,True,8.615384615384615,644052.4384872108,17613,8280,8146,34039,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,8,8.615384615384615,10116,10117,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32146,31936,23168,16959,7727,6144,6,0.0009765625,693188.9204130403,0.008863384597,0.4556282799693378,0.05030241935483871,3603138.2425636156,True,8.615384615384615,676458.4949667335,17225,8098,7887,33210,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,9,8.615384615384615,10118,10119,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32210,32029,23205,17024,7668,6144,10,0.0016276041666666667,693188.9204130403,0.008863384597,0.4504229323308271,0.05044890372983871,3613630.848292524,True,8.615384615384615,667102.0029521997,17205,7956,8122,33283,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,10,8.615384615384615,10120,10121,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32110,31922,23190,16952,7736,6144,12,0.001953125,693188.9204130403,0.008863384597,0.45634733364794716,0.050280367943548385,3601558.7105184034,True,8.615384615384615,662654.5223530603,17309,8097,7797,33203,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,11,8.615384615384615,10122,10123,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32137,31939,23063,16844,7686,6144,17,0.0027669270833333335,693188.9204130403,0.008863384597,0.4563049156969841,0.050307144657258066,3603476.713716161,True,8.615384615384615,652016.0944255712,17031,8249,7956,33236,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,12,8.615384615384615,10124,10125,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31844,31644,22819,16754,7677,6144,7,0.0011393229166666667,693188.9204130403,0.008863384597,0.458218932792169,0.04984248991935484,3570193.7170491936,True,8.615384615384615,674049.6691833226,17048,7905,8003,32956,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,13,8.615384615384615,10126,10127,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32165,31962,23258,17013,7715,6144,7,0.0011393229166666667,693188.9204130403,0.008863384597,0.45347675307118085,0.050343371975806454,3606071.6592190093,True,8.615384615384615,674049.6691833226,17152,8129,7953,33234,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,14,8.615384615384615,10128,10129,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32073,31869,23205,17027,7891,6144,11,0.0017903645833333333,693188.9204130403,0.008863384597,0.4634404181593939,0.05019688760080645,3595579.053490101,True,8.615384615384615,664862.2308278411,17376,7882,7837,33095,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,15,8.615384615384615,10130,10131,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31944,31775,23052,16940,7707,6144,15,0.00244140625,693188.9204130403,0.008863384597,0.4549586776859504,0.050048828125,3584973.6240436775,True,8.615384615384615,656199.0166968723,17216,7839,7952,33007,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,16,8.615384615384615,10132,10133,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32341,32159,23410,17244,7825,6144,19,0.0030924479166666665,693188.9204130403,0.008863384597,0.4537810252841568,0.05065366683467742,3628297.9315694924,True,8.615384615384615,647916.3191506548,17345,8009,8066,33420,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,17,8.615384615384615,10134,10135,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32184,31983,23072,16999,7716,6144,12,0.001953125,693188.9204130403,0.008863384597,0.4539090534737337,0.050376449092741936,3608440.9572868273,True,8.615384615384615,662654.5223530603,17145,8034,8046,33225,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,18,8.615384615384615,10136,10137,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31859,31677,22918,16874,7648,6144,14,0.0022786458333333335,693188.9204130403,0.008863384597,0.45324167358065665,0.049894468245967744,3573916.8997271936,True,8.615384615384615,658325.014341473,17025,7939,7978,32942,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,19,8.615384615384615,10138,10139,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32051,31863,23163,16826,7611,6144,15,0.00244140625,693188.9204130403,0.008863384597,0.45233567098537975,0.05018743699596774,3594902.11118501,True,8.615384615384615,656199.0166968723,17213,7989,7911,33113,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,20,8.615384615384615,10140,10141,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32244,32045,23317,17120,7827,6144,14,0.0022786458333333335,693188.9204130403,0.008863384597,0.45718457943925234,0.05047410534274194,3615436.027772766,True,8.615384615384615,658325.014341473,17316,8022,8014,33352,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,21,8.615384615384615,10142,10143,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31715,31539,22991,16848,7597,6144,8,0.0013020833333333333,693188.9204130403,0.008863384597,0.45091405508072174,0.04967710433467742,3558347.226710104,True,8.615384615384615,671691.2991752903,17024,7867,7886,32777,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,22,8.615384615384615,10144,10145,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31942,31745,23020,16784,7561,6144,14,0.0022786458333333335,693188.9204130403,0.008863384597,0.45048856053384173,0.05000157510080645,3581588.9125182233,True,8.615384615384615,658325.014341473,17050,7945,8004,32999,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,23,8.615384615384615,10146,10147,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32037,31848,23093,16925,7657,6144,14,0.0022786458333333335,693188.9204130403,0.008863384597,0.4524076809453471,0.05016381048387097,3593209.755422283,True,8.615384615384615,658325.014341473,17132,8039,7928,33099,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,24,8.615384615384615,10148,10149,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31832,31639,22969,16789,7599,6144,7,0.0011393229166666667,693188.9204130403,0.008863384597,0.45261778545476206,0.04983461441532258,3569629.598461618,True,8.615384615384615,674049.6691833226,17002,7930,7908,32840,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,25,8.615384615384615,10150,10151,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32502,32323,23439,17147,7712,6144,14,0.0022786458333333335,693188.9204130403,0.008863384597,0.44975797515600396,0.05091198336693548,3646801.021241976,True,8.615384615384615,658325.014341473,17338,8032,8168,33538,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,26,8.615384615384615,10152,10153,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32077,31903,23213,16921,7788,6144,16,0.0026041666666666665,693188.9204130403,0.008863384597,0.46025648602328467,0.050250441028225803,3599415.059885616,True,8.615384615384615,654096.5327206781,17231,8009,7862,33102,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,27,8.615384615384615,10154,10155,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,32389,32190,23490,17137,7793,6144,14,0.0022786458333333335,693188.9204130403,0.008863384597,0.45474703857151194,0.05070249495967742,3631795.466812462,True,8.615384615384615,658325.014341473,17481,8018,7988,33487,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,28,8.615384615384615,10156,10157,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31926,31733,23003,16854,7649,6144,13,0.0021158854166666665,693188.9204130403,0.008863384597,0.45383885131126145,0.04998267389112903,3580235.0279080416,True,8.615384615384615,660476.2038583742,17011,8017,7982,33010,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,1,29,8.615384615384615,10158,10159,8.615384615384615,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,634880,31936,31755,23071,16990,7706,6144,13,0.0021158854166666665,693188.9204130403,0.008863384597,0.4535609181871689,0.05001732610887097,3582717.1496933745,True,8.615384615384615,660476.2038583742,17110,7948,7967,33025,2.9999995498908305e-07,268109.4429807507,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,0,16.23076923076923,10200,10201,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28508,28410,20617,16191,7270,6144,12,0.001953125,566488.1746854394,0.010845769205,0.4490148848125502,0.035569411057692304,2619454.5968120666,True,16.23076923076923,541534.8395804728,15279,6991,7001,29271,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,1,16.23076923076923,10202,10203,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28709,28584,20831,16254,7366,6144,9,0.00146484375,566488.1746854394,0.010845769205,0.4531807555063369,0.03578725961538461,2635497.7189467126,True,16.23076923076923,547028.6264453356,15364,7101,7022,29487,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
