experimento,indice_punto,repeticion,variable,semilla_alice,semilla_bob,distancia_km,atenuacion_db_km,eficiencia_detector,conteos_oscuros_hz,mu,frecuencia_hz,visibilidad,longitud_clave_bits,claves_solicitadas,claves_completadas,horizonte_s,retardo_clasico_extra_s,corrida_completa,pulsos_emitidos,clics,slots_con_clic,slots_validos,slots_validos_con_bases_comparadas,bits_observados_con_bases_coincidentes,bits_tamizados,errores,qber,tasa_tamizada_bps,tiempo_hasta_ultima_clave_s,fraccion_tamizado,ganancia_clic_observada,tasa_clics_bps,contabilidad_consistente,distancia_km_barrida,proxy_asintotico_monofotonico_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps,eficiencia_barrida,conteos_oscuros_barridos_hz,retardo_clasico_extra_ps,visibilidad_barrida,intensidad_media_fotones,intensidad_senuelo,mu_referencia,mu_senal,nu_debil,y0,corrida_pareada_completa,E_reference,E_mu,E_nu,q_reference,q_mu,q_nu,y1_cota_inferior,e1_cota_superior,q1_cota_inferior,e1_clamp_limite_fisico,tasa_sin_senuelos_referencia_bps,tasa_sin_senuelos_pareada_bps,tasa_con_senuelos_bps
visibilidad,11,26,0.999,41152,41153,30.0,0.2,0.15,200.0,0.1,80000000.0,0.999,2048,3,3,2.5,0.001,True,1228800,24314,24262,17669,14940,6733,6144,1,0.00016276041666666666,376701.4112171406,0.016309999955,0.45066934404283804,0.019744466145833334,1487553.6521728947,True,,374843.6867069642,12924,5843,5977,24744,5.999998200501011e-07,150453.52108594033,,,,0.999,,,,,,,,,,,,,,,,,,,,
visibilidad,11,27,0.999,41154,41155,30.0,0.2,0.15,200.0,0.1,80000000.0,0.999,2048,3,3,2.5,0.001,True,1208320,24088,24029,17656,14757,6755,6144,0,0.0,382708.3603363129,0.016053999956,0.45774886494544964,0.019886288400423727,1496760.935957237,True,,382708.36033627053,12998,5782,5708,24488,5.999998200501011e-07,150453.52108594033,,,,0.999,,,,,,,,,,,,,,,,,,,,
visibilidad,11,28,0.999,41156,41157,30.0,0.2,0.15,200.0,0.1,80000000.0,0.999,2048,3,3,2.5,0.001,True,1228800,24290,24226,17752,14954,6738,6144,0,0.0,376701.4112171406,0.016309999955,0.45058178413802324,0.019715169270833333,1485346.4173415443,True,,376701.4112170989,13041,5827,5854,24722,5.999998200501011e-07,150453.52108594033,,,,0.999,,,,,,,,,,,,,,,,,,,,
visibilidad,11,29,0.999,41158,41159,30.0,0.2,0.15,200.0,0.1,80000000.0,0.999,2048,3,3,2.5,0.001,True,1228800,24200,24145,17639,14897,6777,6144,0,0.0,376701.4112171406,0.016309999955,0.4549238101631201,0.019649251302083334,1480380.1389710058,True,,376701.4112170989,13064,5728,5815,24607,5.999998200501011e-07,150453.52108594033,,,,0.999,,,,,,,,,,,,,,,,,,,,
decoy_reference_mu,0,0,0.1,50000,50001,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,34663,34407,24776,17638,7939,6144,22,0.0035807291666666665,743735.6266674459,0.008260999984,0.4501077219639415,0.05793204471982759,4164992.1397699886,True,,688710.9071193911,18339,8710,8868,35917,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,0,0.6,60000,60001,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82238,79171,55289,27641,12381,6144,29,0.004720052083333333,1184043.1718914416,0.005188999984,0.44792156578994974,0.2367030023260403,15257467.767222872,True,,1073390.8443233613,37818,22732,22535,83085,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.0035807291666666665,0.004720052083333333,0.0017903645833333333,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.0023241977014959695,0.029166984851404825,False,165573.94711740885,0.0,1027456.4205932369
decoy_weak_nu,0,0,0.2,70000,70001,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46601,45940,32924,20166,9251,6144,11,0.0017903645833333333,968932.3476536587,0.006340999983,0.4587424377665377,0.10681733630952381,7244914.070834812,True,,929337.5921219499,23809,11959,11913,47681,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,1,0.1,50002,50003,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,573440,33509,33272,24314,17193,7805,6144,21,0.00341796875,767520.3012508188,0.008004999985,0.4539638224858954,0.05802176339285714,4156402.2563830144,True,,712936.0334270913,18010,8326,8460,34796,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,1,0.6,60002,60003,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,337887,83021,79958,55846,28328,12649,6144,26,0.004231770833333333,1174386.751113051,0.00523166665,0.44651934481784805,0.23664124396617806,15283466.120686416,True,,1074295.3437438468,38218,22930,22725,83873,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.00341796875,0.004231770833333333,0.0029296875,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.003807543220847533,0.029166984851404825,False,166600.86959219803,0.0,1022810.3479593174
decoy_weak_nu,0,1,0.2,70002,70003,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46697,46008,33013,20134,9140,6144,18,0.0029296875,968932.3476536587,0.006340999983,0.4539584781960862,0.10697544642857143,7255637.931453374,True,,908502.3845815784,23891,11972,11937,47800,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,2,0.1,50004,50005,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,34791,34569,24945,17799,8006,6144,16,0.0026041666666666665,743735.6266674459,0.008260999984,0.44980055059272994,0.05820480872844828,4184602.356488759,True,,701792.6575833734,18489,8792,8752,36033,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,2,0.6,60004,60005,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82013,78968,55193,27476,12440,6144,28,0.004557291666666667,1184043.1718914416,0.005188999984,0.45275877129130876,0.2360960792169197,15218346.549141172,True,,1076615.000756366,37774,22474,22623,82871,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.0026041666666666665,0.004557291666666667,0.00341796875,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.004443262729141059,0.029166984851404825,False,171883.64892664613,0.0,1010369.6169831321
decoy_weak_nu,0,2,0.2,70004,70005,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46702,46088,33077,20091,9112,6144,21,0.00341796875,968932.3476536587,0.006340999983,0.4535364093375143,0.10716145833333333,7268254.238063448,True,,900024.1211465441,23873,12016,11977,47866,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,3,0.1,50006,50007,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,573440,33604,33389,24241,17101,7790,6144,13,0.0021158854166666665,767520.3012508188,0.008004999985,0.4555289164376352,0.058225795200892855,4171018.1214947244,True,,731299.7655131595,17910,8549,8378,34837,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,3,0.6,60006,60007,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82113,78961,55221,27561,12469,6144,34,0.005533854166666667,1184043.1718914416,0.005188999984,0.4524146438808461,0.2360751508338466,15216997.541621113,True,,1057569.0538711033,37817,22591,22533,82941,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.0021158854166666665,0.005533854166666667,0.00341796875,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.004443262729141059,0.029166984851404825,False,175193.79946441806,0.0,991161.9901527154
decoy_weak_nu,0,3,0.2,70006,70007,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46789,46192,33128,20011,9097,6144,21,0.00341796875,968932.3476536587,0.006340999983,0.45459997001649094,0.1074032738095238,7284655.436656544,True,,900024.1211465441,23943,12029,11967,47939,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,4,0.1,50008,50009,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,573440,33655,33401,24252,17156,7847,6144,21,0.00341796875,767520.3012508188,0.008004999985,0.4573910002331546,0.05824672154017857,4172517.184583105,True,,712936.0334270913,17998,8451,8397,34846,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,4,0.6,60008,60009,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,81869,78819,55239,27588,12505,6144,32,0.005208333333333333,1184043.1718914416,0.005188999984,0.45327678700884444,0.23565060363436321,15189631.960499926,True,,1063840.521270508,37893,22416,22452,82761,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.00341796875,0.005208333333333333,0.0027669270833333335,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.0035956367180830237,0.029166984851404825,False,166600.86959219803,0.0,1005354.1078546698
decoy_weak_nu,0,4,0.2,70008,70009,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46682,45987,32997,20084,9141,6144,17,0.0027669270833333335,968932.3476536587,0.006340999983,0.45513841864170484,0.10692661830357143,7252326.150968229,True,,911381.3947044926,23856,11971,11985,47812,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,5,0.1,50010,50011,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,34997,34739,25236,17963,8111,6144,17,0.0027669270833333335,743735.6266674459,0.008260999984,0.4515392751767522,0.05849104256465517,4205180.97897142,True,,699560.5156180453,18737,8837,8714,36288,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,5,0.6,60010,60011,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82064,78982,55313,27683,12638,6144,19,0.0030924479166666665,1184043.1718914416,0.005188999984,0.456525665570928,0.23613793598306596,15221044.564181289,True,,1106712.5729451242,37875,22612,22437,82924,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.0027669270833333335,0.0030924479166666665,0.00341796875,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.004443262729141059,0.029166984851404825,False,170805.54085791652,0.0,1040722.685727145
decoy_weak_nu,0,5,0.2,70010,70011,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46056,45407,32624,19851,9029,6144,21,0.00341796875,968932.3476536587,0.006340999983,0.45483854717646466,0.10557803199404762,7160857.9280451955,True,,900024.1211465441,23623,11784,11752,47159,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,6,0.1,50012,50013,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,35174,34939,25392,18184,8143,6144,24,0.00390625,743735.6266674459,0.008260999984,0.4478112626484822,0.05882778825431034,4229391.123068667,True,,684497.8771912094,18859,8804,8816,36479,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,6,0.6,60012,60013,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,81952,78938,55493,27675,12498,6144,29,0.004720052083333333,1184043.1718914416,0.005188999984,0.4515989159891599,0.23600638614660632,15212565.088340921,True,,1073390.8443233613,37914,22469,22419,82802,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.00390625,0.004720052083333333,0.0029296875,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.003807543220847533,0.029166984851404825,False,163546.11337586964,0.0,1012989.7669383558
decoy_weak_nu,0,6,0.2,70012,70013,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46767,46133,33305,20295,9187,6144,18,0.0029296875,968932.3476536587,0.006340999983,0.4526730721852673,0.10726609002976191,7275350.910531614,True,,908502.3845815784,24129,11900,11853,47882,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,7,0.1,50014,50015,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,35033,34791,25035,17807,8110,6144,15,0.00244140625,743735.6266674459,0.008260999984,0.45543887235356884,0.058578596443965514,4211475.616436704,True,,704048.452780823,18403,8902,8936,36241,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,7,0.6,60014,60015,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82040,78975,55413,27731,12537,6144,18,0.0029296875,1184043.1718914416,0.005188999984,0.45209332515956874,0.23611700759999282,15219695.556661231,True,,1110197.2678647917,37761,22576,22575,82912,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.00244140625,0.0029296875,0.0026041666666666665,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.0033837302153185145,0.029166984851404825,False,172973.839790479,0.0,1054121.218644645
decoy_weak_nu,0,7,0.2,70014,70015,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46622,45970,32936,20072,9138,6144,16,0.0026041666666666665,968932.3476536587,0.006340999983,0.45526106018333995,0.10688709077380952,7249645.185813589,True,,914289.4099685356,23916,11928,11948,47792,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,8,0.1,50016,50017,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,34722,34500,25001,17829,8100,6144,17,0.0027669270833333335,743735.6266674459,0.008260999984,0.4543160020191822,0.058088631465517244,4176249.856775209,True,,699560.5156180453,18506,8793,8669,35968,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,8,0.6,60016,60017,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82330,79254,55296,27666,12544,6144,24,0.00390625,1184043.1718914416,0.005188999984,0.45340851586785225,0.23695115315390733,15273463.142103568,True,,1089735.3960224283,37950,22612,22643,83205,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.0027669270833333335,0.00390625,0.004069010416666667,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.005290888740199095,0.029166984851404825,False,170805.54085791652,0.0,1016009.0335450971
decoy_weak_nu,0,8,0.2,70016,70017,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46804,46156,33227,20275,9193,6144,25,0.004069010416666667,968932.3476536587,0.006340999983,0.4534155363748459,0.10731956845238096,7278978.098682011,True,,889044.8599183797,23883,12118,11933,47934,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,9,0.1,50018,50019,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,34876,34625,25092,17853,8059,6144,28,0.004557291666666667,743735.6266674459,0.008260999984,0.4514087268246233,0.05829909752155173,4191381.1968359887,True,,676256.5346228118,18649,8857,8598,36104,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,9,0.6,60018,60019,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,81899,78887,54987,27569,12385,6144,21,0.00341796875,1184043.1718914416,0.005188999984,0.4492364612427001,0.23585390792707356,15202736.604980495,True,,1099836.7613195633,37587,22560,22620,82767,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.004557291666666667,0.00341796875,0.0048828125,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.00635042125402164,0.029166984851404825,False,159584.86546895647,0.0,1017026.2817219163
decoy_weak_nu,0,9,0.2,70018,70019,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46900,46263,33168,20114,9051,6144,30,0.0048828125,968932.3476536587,0.006340999983,0.4499850850154122,0.107568359375,7295852.408772984,True,,875761.3827539918,23991,11980,12072,48043,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,10,0.1,50020,50021,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,34888,34628,25298,18022,8181,6144,17,0.0027669270833333335,743735.6266674459,0.008260999984,0.45394517811563645,0.05830414870689655,4191744.348997447,True,,699560.5156180453,18665,8658,8714,36037,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,10,0.6,60020,60021,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82162,79087,55205,27608,12514,6144,18,0.0029296875,1184043.1718914416,0.005188999984,0.45327441321356127,0.2364518617291628,15241279.676982168,True,,1110197.2678647917,37894,22514,22622,83030,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.0027669270833333335,0.0029296875,0.0021158854166666665,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.0027480107070249876,0.029166984851404825,False,170805.54085791652,0.0,1060312.511203436
decoy_weak_nu,0,10,0.2,70020,70021,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46804,46155,33152,20164,9223,6144,13,0.0021158854166666665,968932.3476536587,0.006340999983,0.45739932553064866,0.10731724330357142,7278820.394849384,True,,923206.8487080684,23991,12066,11888,47945,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,11,0.1,50022,50023,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,573440,33589,33349,24274,17203,7818,6144,25,0.004069010416666667,767520.3012508188,0.008004999985,0.45445561820612684,0.05815604073660714,4166021.2445334564,True,,704239.0321289529,17893,8441,8419,34753,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,11,0.6,60022,60023,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,337887,83058,80044,55835,28150,12639,6144,21,0.00341796875,1174386.751113051,0.00523166665,0.44898756660746003,0.23689576692799663,15299904.476903167,True,,1090867.082842487,38306,22676,22938,83920,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.004069010416666667,0.00341796875,0.004069010416666667,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.005290888740199095,0.029166984851404825,False,162544.47239066559,0.0,1026196.1487499189
decoy_weak_nu,0,11,0.2,70022,70023,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46865,46211,33214,20401,9198,6144,25,0.004069010416666667,968932.3476536587,0.006340999983,0.4508602519484339,0.10744745163690476,7287651.809476436,True,,889044.8599183797,23968,11922,12108,47998,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,12,0.1,50024,50025,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,573440,33689,33462,24321,17097,7863,6144,30,0.0048828125,767520.3012508188,0.008004999985,0.45990524653447973,0.058353097098214284,4180137.421949039,True,,693716.7924498275,18004,8404,8535,34943,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,12,0.6,60024,60025,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,81899,78951,54990,27501,12551,6144,16,0.0026041666666666665,1184043.1718914416,0.005188999984,0.4563834042398458,0.2360452531437421,15215070.38802103,True,,1117269.0597309442,37729,22536,22495,82760,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.0048828125,0.0026041666666666665,0.0027669270833333335,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.0035956367180830237,0.029166984851404825,False,157646.85509711542,0.0,1059236.1980980646
decoy_weak_nu,0,12,0.2,70024,70025,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,440320,47788,47134,33803,20934,9351,6144,17,0.0027669270833333335,949760.3983762077,0.006468999982,0.44668959587274293,0.10704487645348837,7286133.889496122,True,,893348.1874181437,24428,12197,12273,48898,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,13,0.1,50026,50027,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,34988,34746,25232,18033,8204,6144,21,0.00341796875,743735.6266674459,0.008260999984,0.4549437143015583,0.058502828663793104,4206028.334014824,True,,690842.8698636136,18685,8838,8741,36264,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,13,0.6,60026,60027,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82287,79237,55032,27465,12441,6144,31,0.005045572916666667,1184043.1718914416,0.005188999984,0.45297651556526486,0.23690032708072975,15270186.980983425,True,,1067004.2729497491,37777,22631,22710,83118,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.00341796875,0.005045572916666667,0.0037434895833333335,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.0048670757346700785,0.029166984851404825,False,166600.86959219803,0.0,996849.8762818285
decoy_weak_nu,0,13,0.2,70026,70027,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46869,46215,33202,20257,9159,6144,23,0.0037434895833333335,968932.3476536587,0.006340999983,0.45214000098731305,0.10745675223214286,7288282.62480694,True,,894491.5420222942,23939,12122,11942,48003,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,14,0.1,50028,50029,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,573440,33781,33536,24472,17233,7872,6144,19,0.0030924479166666665,767520.3012508188,0.008004999985,0.4567980038298613,0.05848214285714286,4189381.644327386,True,,717393.0710887876,18081,8443,8430,34954,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_signal_mu,0,14,0.6,60028,60029,5.0,0.2,0.12,80.0,0.6,80000000.0,0.97,2048,3,3,1.8,0.001,True,334474,82203,79163,55322,27727,12481,6144,23,0.0037434895833333335,1184043.1718914416,0.005188999984,0.45013885382479174,0.23667908417395672,15255926.044342805,True,,1093075.904846064,37825,22657,22599,83081,2.3999997122992056e-07,2223486.210017058,,,,,0.6,mu_signal,0.1,0.6,0.2,2.3999997122992056e-07,True,0.0030924479166666665,0.0037434895833333335,0.004231770833333333,0.00948689160967675,0.05558715525042646,0.018883546639019144,0.08857618574741652,0.005502795242963604,0.029166984851404825,False,168682.8164012392,0.0,1017517.2809921998
decoy_weak_nu,0,14,0.2,70028,70029,5.0,0.2,0.12,80.0,0.2,80000000.0,0.97,2048,3,3,1.8,0.001,True,430080,46803,46126,33145,20242,9277,6144,26,0.004231770833333333,968932.3476536587,0.006340999983,0.45830451536409444,0.10724981398809524,7274246.983703232,True,,886351.5434762569,24083,11991,11845,47919,2.3999997122992056e-07,755341.8655607657,,,,,0.2,nu,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
decoy_reference_mu,0,15,0.1,50030,50031,5.0,0.2,0.12,80.0,0.1,80000000.0,0.97,2048,3,3,1.8,0.001,True,593920,34946,34692,25215,17916,8153,6144,30,0.0048828125,743735.6266674459,0.008260999984,0.455068095557044,0.05841190732758621,4199491.595108567,True,,672219.2136437024,18534,8910,8751,36195,2.3999997122992056e-07,379475.66438707005,,,,,0.1,mu_reference,0.1,0.6,0.2,2.3999997122992056e-07,True,,,,,,,,,,,,,
