experimento,distancia_km,repeticion,mu,nu,y0,semilla_alice_mu,semilla_bob_mu,semilla_alice_nu,semilla_bob_nu,bits_tamizados_mu,errores_mu,qber_mu,claves_completadas_mu,tiempo_hasta_ultima_clave_s_mu,clics_detector_0_mu,clics_detector_1_mu,clics_detector_2_mu,bits_tamizados_nu,errores_nu,qber_nu,claves_completadas_nu,tiempo_hasta_ultima_clave_s_nu,clics_detector_0_nu,clics_detector_1_nu,clics_detector_2_nu,e1_cota_superior,e1_fallback_conservador,tasa_sin_senuelos_bps,tasa_con_senuelos_bps,clics_mu,clics_nu
estados_senuelo,33.333333333333336,7,0.1,0.05,2.3999997122992056e-07,50614,50615,60614,60615,256,0,0.0,1,0.009001333206,963,500,482,256,0,0.0,1,0.012041333223,701,410,401,0.5,True,0.0,0.0,1945,1512
estados_senuelo,33.333333333333336,8,0.1,0.05,2.3999997122992056e-07,50616,50617,60616,60617,256,1,0.00390625,1,0.008969333207,919,453,502,256,0,0.0,1,0.012361333218,680,423,377,0.5,True,0.0,0.0,1874,1480
estados_senuelo,33.333333333333336,9,0.1,0.05,2.3999997122992056e-07,50618,50619,60618,60619,256,1,0.00390625,1,0.009129333202,870,493,473,256,1,0.00390625,1,0.012617333214,729,424,405,0.004022063289140575,False,0.0,85387.24023784188,1836,1558
estados_senuelo,33.333333333333336,10,0.1,0.05,2.3999997122992056e-07,50620,50621,60620,60621,256,0,0.0,1,0.009065333204,905,462,488,256,3,0.01171875,1,0.012681333212999999,739,400,417,0.012252328174110799,False,0.0,84431.06842262844,1855,1556
estados_senuelo,33.333333333333336,11,0.1,0.05,2.3999997122992056e-07,50622,50623,60622,60623,256,1,0.00390625,1,0.008905333209,917,496,481,256,0,0.0,1,0.012745333212,749,387,391,0.5,True,0.0,0.0,1894,1527
estados_senuelo,33.333333333333336,12,0.1,0.05,2.3999997122992056e-07,50624,50625,60624,60625,256,2,0.0078125,1,0.008681333216,926,446,422,256,0,0.0,1,0.012553333215,741,382,402,0.5,True,0.0,0.0,1794,1525
estados_senuelo,33.333333333333336,13,0.1,0.05,2.3999997122992056e-07,50626,50627,60626,60627,256,1,0.00390625,1,0.009161333201,945,474,451,256,0,0.0,1,0.013385333202,761,434,391,0.5,True,0.0,0.0,1870,1586
estados_senuelo,33.333333333333336,14,0.1,0.05,2.3999997122992056e-07,50628,50629,60628,60629,256,2,0.0078125,1,0.008745333214,882,502,420,256,2,0.0078125,1,0.012873333209999999,709,403,435,0.008137195731625687,False,0.0,79072.72986081916,1804,1547
estados_senuelo,33.333333333333336,15,0.1,0.05,2.3999997122992056e-07,50630,50631,60630,60631,256,0,0.0,1,0.008713333215,926,453,451,256,1,0.00390625,1,0.013129333206,735,396,387,0.004022063289140575,False,0.0,89805.3628232349,1830,1518
estados_senuelo,33.333333333333336,16,0.1,0.05,2.3999997122992056e-07,50632,50633,60632,60633,256,2,0.0078125,1,0.008841333211,884,508,521,256,1,0.00390625,1,0.012041333223,684,386,415,0.004022063289140575,False,0.0,81907.82103998231,1913,1485
estados_senuelo,33.333333333333336,17,0.1,0.05,2.3999997122992056e-07,50634,50635,60634,60635,256,1,0.00390625,1,0.00855333322,914,442,459,256,3,0.01171875,1,0.013257333204,755,405,407,0.012252328174110799,False,0.0,80012.94583723541,1815,1567
estados_senuelo,33.333333333333336,18,0.1,0.05,2.3999997122992056e-07,50636,50637,60636,60637,256,0,0.0,1,0.00887333321,933,475,497,256,0,0.0,1,0.012745333212,734,452,436,0.5,True,0.0,0.0,1905,1622
estados_senuelo,33.333333333333336,19,0.1,0.05,2.3999997122992056e-07,50638,50639,60638,60639,256,1,0.00390625,1,0.009001333206,904,502,438,256,3,0.01171875,1,0.013257333204,721,375,405,0.012252328174110799,False,0.0,80012.94583723541,1844,1501
estados_senuelo,33.333333333333336,20,0.1,0.05,2.3999997122992056e-07,50640,50641,60640,60641,256,1,0.00390625,1,0.008777333213,859,492,480,256,1,0.00390625,1,0.014089333191,684,412,446,0.004022063289140575,False,0.0,85387.24023784188,1831,1542
estados_senuelo,33.333333333333336,21,0.1,0.05,2.3999997122992056e-07,50642,50643,60642,60643,256,0,0.0,1,0.009001333206,967,493,458,256,0,0.0,1,0.012873333209999999,695,425,425,0.5,True,0.0,0.0,1918,1545
estados_senuelo,33.333333333333336,22,0.1,0.05,2.3999997122992056e-07,50644,50645,60644,60645,256,1,0.00390625,1,0.0091933332,936,469,466,256,0,0.0,1,0.013321333203,758,385,410,0.5,True,0.0,0.0,1871,1553
estados_senuelo,33.333333333333336,23,0.1,0.05,2.3999997122992056e-07,50646,50647,60646,60647,256,0,0.0,1,0.008425333224,904,496,465,256,1,0.00390625,1,0.013065333206999999,749,392,435,0.004022063289140575,False,0.0,89805.3628232349,1865,1576
estados_senuelo,33.333333333333336,24,0.1,0.05,2.3999997122992056e-07,50648,50649,60648,60649,256,0,0.0,1,0.009385333194,923,513,505,256,1,0.00390625,1,0.013129333206,769,401,409,0.004022063289140575,False,0.0,89805.3628232349,1941,1579
estados_senuelo,33.333333333333336,25,0.1,0.05,2.3999997122992056e-07,50650,50651,60650,60651,256,1,0.00390625,1,0.008809333212,916,505,504,256,0,0.0,1,0.012489333216,712,374,382,0.5,True,0.0,0.0,1925,1468
estados_senuelo,33.333333333333336,26,0.1,0.05,2.3999997122992056e-07,50652,50653,60652,60653,256,0,0.0,1,0.008681333216,881,473,466,256,0,0.0,1,0.012489333216,707,445,357,0.5,True,0.0,0.0,1820,1509
estados_senuelo,33.333333333333336,27,0.1,0.05,2.3999997122992056e-07,50654,50655,60654,60655,256,0,0.0,1,0.008649333217,962,502,522,256,3,0.01171875,1,0.012873333209999999,748,434,379,0.012252328174110799,False,0.0,84431.06842262844,1986,1561
estados_senuelo,33.333333333333336,28,0.1,0.05,2.3999997122992056e-07,50656,50657,60656,60657,256,0,0.0,1,0.009129333202,901,483,460,256,1,0.00390625,1,0.013257333204,791,439,396,0.004022063289140575,False,0.0,89805.3628232349,1844,1626
estados_senuelo,33.333333333333336,29,0.1,0.05,2.3999997122992056e-07,50658,50659,60658,60659,256,1,0.00390625,1,0.008937333208,940,489,460,256,0,0.0,1,0.012937333209,750,365,403,0.5,True,0.0,0.0,1889,1518
estados_senuelo,42.77777777777778,0,0.1,0.05,2.3999997122992056e-07,50800,50801,60800,60801,256,0,0.0,1,0.011125444257,799,433,419,256,0,0.0,1,0.016757444263,700,347,380,0.5,True,0.0,0.0,1651,1427
estados_senuelo,42.77777777777778,1,0.1,0.05,2.3999997122992056e-07,50802,50803,60802,60803,256,1,0.00390625,1,0.011381444249,835,424,423,256,2,0.0078125,1,0.016949444259999998,657,376,388,0.008089350047614154,False,0.0,53454.19675576153,1682,1421
estados_senuelo,42.77777777777778,2,0.1,0.05,2.3999997122992056e-07,50804,50805,60804,60805,256,0,0.0,1,0.011381444249,769,424,458,256,0,0.0,1,0.016885444261,656,378,357,0.5,True,0.0,0.0,1651,1391
estados_senuelo,42.77777777777778,3,0.1,0.05,2.3999997122992056e-07,50806,50807,60806,60807,256,1,0.00390625,1,0.011445444247,796,424,427,256,0,0.0,1,0.017397444253,667,374,406,0.5,True,0.0,0.0,1647,1447
estados_senuelo,42.77777777777778,4,0.1,0.05,2.3999997122992056e-07,50808,50809,60808,60809,256,0,0.0,1,0.011445444247,791,468,427,256,0,0.0,1,0.016821444262,660,367,369,0.5,True,0.0,0.0,1686,1396
estados_senuelo,42.77777777777778,5,0.1,0.05,2.3999997122992056e-07,50810,50811,60810,60811,256,1,0.00390625,1,0.011541444244,837,377,437,256,3,0.01171875,1,0.017909444245,662,390,409,0.01220591581777091,False,0.0,51808.304139666616,1651,1461
estados_senuelo,42.77777777777778,6,0.1,0.05,2.3999997122992056e-07,50812,50813,60812,60813,256,0,0.0,1,0.01102944426,747,426,393,256,3,0.01171875,1,0.017525444251,675,381,400,0.01220591581777091,False,0.0,54669.63952824891,1566,1456
estados_senuelo,42.77777777777778,7,0.1,0.05,2.3999997122992056e-07,50814,50815,60814,60815,256,1,0.00390625,1,0.011253444252999999,754,459,432,256,1,0.00390625,1,0.016565444266,681,390,360,0.003972784277457397,False,0.0,55292.99783834412,1645,1431
estados_senuelo,42.77777777777778,8,0.1,0.05,2.3999997122992056e-07,50816,50817,60816,60817,256,1,0.00390625,1,0.010901444264,813,443,452,256,1,0.00390625,1,0.017333444253999998,637,412,397,0.003972784277457397,False,0.0,55292.99783834412,1708,1446
estados_senuelo,42.77777777777778,9,0.1,0.05,2.3999997122992056e-07,50818,50819,60818,60819,256,0,0.0,1,0.010549444275,783,420,399,256,2,0.0078125,1,0.017973444244,655,372,381,0.008089350047614154,False,0.0,56315.53214434383,1602,1408
estados_senuelo,42.77777777777778,10,0.1,0.05,2.3999997122992056e-07,50820,50821,60820,60821,256,2,0.0078125,1,0.011477444246,780,431,433,256,1,0.00390625,1,0.017973444244,690,422,417,0.003972784277457397,False,0.0,53039.60058869252,1644,1529
estados_senuelo,42.77777777777778,11,0.1,0.05,2.3999997122992056e-07,50822,50823,60822,60823,256,1,0.00390625,1,0.011317444251,803,434,471,256,0,0.0,1,0.016693444264,693,374,354,0.5,True,0.0,0.0,1708,1421
estados_senuelo,42.77777777777778,12,0.1,0.05,2.3999997122992056e-07,50824,50825,60824,60825,256,0,0.0,1,0.011093444257999999,814,399,435,256,0,0.0,1,0.017653444249,695,369,372,0.5,True,0.0,0.0,1648,1436
estados_senuelo,42.77777777777778,13,0.1,0.05,2.3999997122992056e-07,50826,50827,60826,60827,256,0,0.0,1,0.010773444267999999,794,430,423,256,0,0.0,1,0.017717444248,683,389,397,0.5,True,0.0,0.0,1647,1469
estados_senuelo,42.77777777777778,14,0.1,0.05,2.3999997122992056e-07,50828,50829,60828,60829,256,0,0.0,1,0.011093444257999999,768,459,417,256,0,0.0,1,0.016949444259999998,689,386,364,0.5,True,0.0,0.0,1644,1439
estados_senuelo,42.77777777777778,15,0.1,0.05,2.3999997122992056e-07,50830,50831,60830,60831,256,2,0.0078125,1,0.011285444252,761,438,470,256,0,0.0,1,0.017397444253,675,376,381,0.5,True,0.0,0.0,1669,1432
estados_senuelo,42.77777777777778,16,0.1,0.05,2.3999997122992056e-07,50832,50833,60832,60833,256,2,0.0078125,1,0.010965444262,749,447,412,256,0,0.0,1,0.017781444247,701,401,386,0.5,True,0.0,0.0,1608,1488
estados_senuelo,42.77777777777778,17,0.1,0.05,2.3999997122992056e-07,50834,50835,60834,60835,256,0,0.0,1,0.011541444244,768,439,464,256,4,0.015625,1,0.016693444264,630,415,341,0.016322481587927668,False,0.0,53148.655091282,1671,1386
estados_senuelo,42.77777777777778,18,0.1,0.05,2.3999997122992056e-07,50836,50837,60836,60837,256,1,0.00390625,1,0.011253444252999999,835,450,420,256,0,0.0,1,0.016437444268,645,347,345,0.5,True,0.0,0.0,1705,1337
estados_senuelo,42.77777777777778,19,0.1,0.05,2.3999997122992056e-07,50838,50839,60838,60839,256,2,0.0078125,1,0.01102944426,757,418,447,256,0,0.0,1,0.016885444261,641,336,347,0.5,True,0.0,0.0,1622,1324
estados_senuelo,42.77777777777778,20,0.1,0.05,2.3999997122992056e-07,50840,50841,60840,60841,256,1,0.00390625,1,0.011509444245,796,433,436,256,0,0.0,1,0.018357444238,719,441,401,0.5,True,0.0,0.0,1665,1561
estados_senuelo,42.77777777777778,21,0.1,0.05,2.3999997122992056e-07,50842,50843,60842,60843,256,1,0.00390625,1,0.011701444239,804,411,423,256,1,0.00390625,1,0.016821444262,685,377,339,0.003972784277457397,False,0.0,55292.99783834412,1638,1401
estados_senuelo,42.77777777777778,22,0.1,0.05,2.3999997122992056e-07,50844,50845,60844,60845,256,0,0.0,1,0.011381444249,825,419,444,256,1,0.00390625,1,0.016501444267,669,390,374,0.003972784277457397,False,0.0,58154.33322692642,1688,1433
estados_senuelo,42.77777777777778,23,0.1,0.05,2.3999997122992056e-07,50846,50847,60846,60847,256,0,0.0,1,0.011093444257999999,800,448,429,256,2,0.0078125,1,0.018549444235,705,398,420,0.008089350047614154,False,0.0,56315.53214434383,1677,1523
estados_senuelo,42.77777777777778,24,0.1,0.05,2.3999997122992056e-07,50848,50849,60848,60849,256,0,0.0,1,0.011509444245,833,470,425,256,0,0.0,1,0.016693444264,687,381,391,0.5,True,0.0,0.0,1728,1459
estados_senuelo,42.77777777777778,25,0.1,0.05,2.3999997122992056e-07,50850,50851,60850,60851,256,1,0.00390625,1,0.011093444257999999,790,428,428,256,1,0.00390625,1,0.019829444215,696,366,436,0.003972784277457397,False,0.0,55292.99783834412,1646,1498
estados_senuelo,42.77777777777778,26,0.1,0.05,2.3999997122992056e-07,50852,50853,60852,60853,256,1,0.00390625,1,0.010773444267999999,761,417,431,256,3,0.01171875,1,0.017013444259,672,388,391,0.01220591581777091,False,0.0,51808.304139666616,1609,1451
estados_senuelo,42.77777777777778,27,0.1,0.05,2.3999997122992056e-07,50854,50855,60854,60855,256,0,0.0,1,0.011413444247999999,788,425,382,256,1,0.00390625,1,0.018357444238,647,389,351,0.003972784277457397,False,0.0,58154.33322692642,1595,1387
estados_senuelo,42.77777777777778,28,0.1,0.05,2.3999997122992056e-07,50856,50857,60856,60857,256,3,0.01171875,1,0.011381444249,797,417,406,256,1,0.00390625,1,0.016565444266,677,378,396,0.003972784277457397,False,0.0,51016.74016211222,1620,1451
estados_senuelo,42.77777777777778,29,0.1,0.05,2.3999997122992056e-07,50858,50859,60858,60859,256,3,0.01171875,1,0.011285444252,844,411,444,256,0,0.0,1,0.018549444235,682,382,408,0.5,True,0.0,0.0,1699,1472
estados_senuelo,52.22222222222222,0,0.1,0.05,2.3999997122992056e-07,51000,51001,61000,61001,256,2,0.0078125,1,0.01478555526,754,404,397,256,2,0.0078125,1,0.024097555262,642,350,393,0.00801357449079925,False,0.0,33161.75129627465,1555,1385
estados_senuelo,52.22222222222222,1,0.1,0.05,2.3999997122992056e-07,51002,51003,61002,61003,256,0,0.0,1,0.014529555268,665,375,409,256,1,0.00390625,1,0.023777555267,628,374,355,0.003895725283878563,False,0.0,37667.537018340285,1449,1357
estados_senuelo,52.22222222222222,2,0.1,0.05,2.3999997122992056e-07,51004,51005,61004,61005,256,0,0.0,1,0.014369555273,703,421,390,256,2,0.0078125,1,0.02230555529,623,332,354,0.00801357449079925,False,0.0,36473.795424712676,1514,1309
estados_senuelo,52.22222222222222,3,0.1,0.05,2.3999997122992056e-07,51006,51007,61006,61007,256,2,0.0078125,1,0.015521555236999999,690,402,435,256,1,0.00390625,1,0.023713555267999998,643,343,376,0.003895725283878563,False,0.0,34355.492889902256,1527,1362
estados_senuelo,52.22222222222222,4,0.1,0.05,2.3999997122992056e-07,51008,51009,61008,61009,256,1,0.00390625,1,0.014593555266,728,356,398,256,0,0.0,1,0.025185555244999998,627,398,396,0.5,True,0.0,0.0,1482,1421
estados_senuelo,52.22222222222222,5,0.1,0.05,2.3999997122992056e-07,51010,51011,61010,61011,256,3,0.01171875,1,0.014817555259,685,404,392,256,1,0.00390625,1,0.023777555267,657,335,330,0.003895725283878563,False,0.0,33045.590012785615,1481,1322
estados_senuelo,52.22222222222222,6,0.1,0.05,2.3999997122992056e-07,51012,51013,61012,61013,256,0,0.0,1,0.015841555227,762,391,448,256,0,0.0,1,0.023841555266,665,350,367,0.5,True,0.0,0.0,1601,1382
estados_senuelo,52.22222222222222,7,0.1,0.05,2.3999997122992056e-07,51014,51015,61014,61015,256,1,0.00390625,1,0.01510555525,751,413,418,256,1,0.00390625,1,0.023521555271,592,372,319,0.003895725283878563,False,0.0,35814.67984211097,1582,1283
estados_senuelo,52.22222222222222,8,0.1,0.05,2.3999997122992056e-07,51016,51017,61016,61017,256,1,0.00390625,1,0.014817555259,693,406,381,256,1,0.00390625,1,0.023713555267999998,642,353,377,0.003895725283878563,False,0.0,35814.67984211097,1480,1372
estados_senuelo,52.22222222222222,9,0.1,0.05,2.3999997122992056e-07,51018,51019,61018,61019,256,0,0.0,1,0.014369555273,705,378,386,256,1,0.00390625,1,0.023841555266,632,372,383,0.003895725283878563,False,0.0,37667.537018340285,1469,1387
estados_senuelo,52.22222222222222,10,0.1,0.05,2.3999997122992056e-07,51020,51021,61020,61021,256,0,0.0,1,0.014721555261999999,721,384,388,256,0,0.0,1,0.023265555275,581,361,354,0.5,True,0.0,0.0,1493,1296
estados_senuelo,52.22222222222222,11,0.1,0.05,2.3999997122992056e-07,51022,51023,61022,61023,256,0,0.0,1,0.015393555241,717,421,409,256,0,0.0,1,0.023265555275,613,349,351,0.5,True,0.0,0.0,1547,1313
estados_senuelo,52.22222222222222,12,0.1,0.05,2.3999997122992056e-07,51024,51025,61024,61025,256,0,0.0,1,0.015329555243,686,428,440,256,2,0.0078125,1,0.021409555304,541,329,336,0.00801357449079925,False,0.0,36473.795424712676,1554,1206
estados_senuelo,52.22222222222222,13,0.1,0.05,2.3999997122992056e-07,51026,51027,61026,61027,256,3,0.01171875,1,0.01446555527,709,381,423,256,0,0.0,1,0.023265555275,610,347,358,0.5,True,0.0,0.0,1513,1315
estados_senuelo,52.22222222222222,14,0.1,0.05,2.3999997122992056e-07,51028,51029,61028,61029,256,2,0.0078125,1,0.015329555243,720,421,400,256,0,0.0,1,0.02294555528,612,362,354,0.5,True,0.0,0.0,1541,1328
estados_senuelo,52.22222222222222,15,0.1,0.05,2.3999997122992056e-07,51030,51031,61030,61031,256,1,0.00390625,1,0.014625555265,693,414,388,256,0,0.0,1,0.024097555262,641,345,366,0.5,True,0.0,0.0,1495,1352
estados_senuelo,52.22222222222222,16,0.1,0.05,2.3999997122992056e-07,51032,51033,61032,61033,256,1,0.00390625,1,0.015617555234,735,434,427,256,0,0.0,1,0.025633555238,633,390,392,0.5,True,0.0,0.0,1596,1415
estados_senuelo,52.22222222222222,17,0.1,0.05,2.3999997122992056e-07,51034,51035,61034,61035,256,0,0.0,1,0.014497555269,718,406,398,256,1,0.00390625,1,0.02358555527,603,364,326,0.003895725283878563,False,0.0,37667.537018340285,1522,1293
estados_senuelo,52.22222222222222,18,0.1,0.05,2.3999997122992056e-07,51036,51037,61036,61037,256,1,0.00390625,1,0.015681555232,762,400,382,256,1,0.00390625,1,0.023073555278,627,344,345,0.003895725283878563,False,0.0,35814.67984211097,1544,1316
estados_senuelo,52.22222222222222,19,0.1,0.05,2.3999997122992056e-07,51038,51039,61038,61039,256,1,0.00390625,1,0.014689555263,692,389,401,256,0,0.0,1,0.02486555525,600,343,330,0.5,True,0.0,0.0,1482,1273
estados_senuelo,52.22222222222222,20,0.1,0.05,2.3999997122992056e-07,51040,51041,61040,61041,256,2,0.0078125,1,0.014337555274,687,390,339,256,2,0.0078125,1,0.023649555269,606,353,368,0.00801357449079925,False,0.0,33161.75129627465,1416,1327
estados_senuelo,52.22222222222222,21,0.1,0.05,2.3999997122992056e-07,51042,51043,61042,61043,256,0,0.0,1,0.014561555267,709,377,389,256,1,0.00390625,1,0.02294555528,620,350,382,0.003895725283878563,False,0.0,37667.537018340285,1475,1352
estados_senuelo,52.22222222222222,22,0.1,0.05,2.3999997122992056e-07,51044,51045,61044,61045,256,1,0.00390625,1,0.014881555256999999,689,383,384,256,2,0.0078125,1,0.024929555249,648,364,372,0.00801357449079925,False,0.0,34620.93824848337,1456,1384
estados_senuelo,52.22222222222222,23,0.1,0.05,2.3999997122992056e-07,51046,51047,61046,61047,256,0,0.0,1,0.015937555223999998,758,423,411,256,2,0.0078125,1,0.024737555252,617,358,368,0.00801357449079925,False,0.0,36473.795424712676,1592,1343
estados_senuelo,52.22222222222222,24,0.1,0.05,2.3999997122992056e-07,51048,51049,61048,61049,256,1,0.00390625,1,0.015521555236999999,727,420,398,256,2,0.0078125,1,0.023649555269,603,337,339,0.00801357449079925,False,0.0,34620.93824848337,1545,1279
estados_senuelo,52.22222222222222,25,0.1,0.05,2.3999997122992056e-07,51050,51051,61050,61051,256,0,0.0,1,0.015585555235,754,411,419,256,1,0.00390625,1,0.026657555222,673,384,384,0.003895725283878563,False,0.0,37667.537018340285,1584,1441
estados_senuelo,52.22222222222222,26,0.1,0.05,2.3999997122992056e-07,51052,51053,61052,61053,256,0,0.0,1,0.015521555236999999,782,412,402,256,0,0.0,1,0.023393555273,635,347,339,0.5,True,0.0,0.0,1596,1321
estados_senuelo,52.22222222222222,27,0.1,0.05,2.3999997122992056e-07,51054,51055,61054,61055,256,1,0.00390625,1,0.014593555266,756,390,370,256,0,0.0,1,0.024481555256,661,335,355,0.5,True,0.0,0.0,1516,1351
estados_senuelo,52.22222222222222,28,0.1,0.05,2.3999997122992056e-07,51056,51057,61056,61057,256,0,0.0,1,0.014081555282,713,383,370,256,1,0.00390625,1,0.023009555279,625,375,344,0.003895725283878563,False,0.0,37667.537018340285,1466,1344
estados_senuelo,52.22222222222222,29,0.1,0.05,2.3999997122992056e-07,51058,51059,61058,61059,256,2,0.0078125,1,0.014561555267,736,387,384,256,0,0.0,1,0.024481555256,640,326,350,0.5,True,0.0,0.0,1507,1316
estados_senuelo,61.66666666666667,0,0.1,0.05,2.3999997122992056e-07,51200,51201,61200,61201,256,0,0.0,1,0.020493666199,672,379,383,256,0,0.0,1,0.032653666242,556,324,321,0.5,True,0.0,0.0,1434,1201
estados_senuelo,61.66666666666667,1,0.1,0.05,2.3999997122992056e-07,51202,51203,61202,61203,256,1,0.00390625,1,0.021997666152,691,388,400,256,0,0.0,1,0.033805666224,626,333,302,0.5,True,0.0,0.0,1479,1261
estados_senuelo,61.66666666666667,2,0.1,0.05,2.3999997122992056e-07,51204,51205,61204,61205,256,1,0.00390625,1,0.019565666228,679,363,383,256,0,0.0,1,0.03470166621,641,325,359,0.5,True,0.0,0.0,1425,1325
estados_senuelo,61.66666666666667,3,0.1,0.05,2.3999997122992056e-07,51206,51207,61206,61207,256,1,0.00390625,1,0.019981666215,667,355,384,256,0,0.0,1,0.032909666238,569,345,339,0.5,True,0.0,0.0,1406,1253
estados_senuelo,61.66666666666667,4,0.1,0.05,2.3999997122992056e-07,51208,51209,61208,61209,256,0,0.0,1,0.019565666228,667,348,377,256,2,0.0078125,1,0.032077666250999996,618,295,326,0.007895308006179108,False,0.0,23630.674567656148,1392,1239
estados_senuelo,61.66666666666667,5,0.1,0.05,2.3999997122992056e-07,51210,51211,61210,61211,256,2,0.0078125,1,0.020493666199,705,392,385,256,1,0.00390625,1,0.035405666199,604,384,363,0.0037760792306960433,False,0.0,22262.26122426231,1482,1351
estados_senuelo,61.66666666666667,6,0.1,0.05,2.3999997122992056e-07,51212,51213,61212,61213,256,0,0.0,1,0.021389666171,652,380,421,256,1,0.00390625,1,0.035469666198,635,363,372,0.0037760792306960433,False,0.0,24406.842883206733,1453,1370
estados_senuelo,61.66666666666667,7,0.1,0.05,2.3999997122992056e-07,51214,51215,61214,61215,256,0,0.0,1,0.021677666162,706,357,385,256,0,0.0,1,0.03342166623,598,349,336,0.5,True,0.0,0.0,1448,1283
estados_senuelo,61.66666666666667,8,0.1,0.05,2.3999997122992056e-07,51216,51217,61216,61217,256,2,0.0078125,1,0.020525666198,651,382,360,256,1,0.00390625,1,0.039117666141,644,358,387,0.0037760792306960433,False,0.0,22262.26122426231,1393,1389
estados_senuelo,61.66666666666667,9,0.1,0.05,2.3999997122992056e-07,51218,51219,61218,61219,256,0,0.0,1,0.020813666189,691,394,362,256,1,0.00390625,1,0.031949666253,591,340,312,0.0037760792306960433,False,0.0,24406.842883206733,1447,1243
estados_senuelo,61.66666666666667,10,0.1,0.05,2.3999997122992056e-07,51220,51221,61220,61221,256,1,0.00390625,1,0.020589666196,646,350,381,256,0,0.0,1,0.032973666237,611,377,343,0.5,True,0.0,0.0,1377,1331
estados_senuelo,61.66666666666667,11,0.1,0.05,2.3999997122992056e-07,51222,51223,61222,61223,256,1,0.00390625,1,0.020845666188,680,396,403,256,2,0.0078125,1,0.035085666204,628,356,337,0.007895308006179108,False,0.0,22430.931036866026,1479,1321
estados_senuelo,61.66666666666667,12,0.1,0.05,2.3999997122992056e-07,51224,51225,61224,61225,256,0,0.0,1,0.020973666184,671,379,369,256,1,0.00390625,1,0.03022166628,562,303,345,0.0037760792306960433,False,0.0,24406.842883206733,1419,1210
estados_senuelo,61.66666666666667,13,0.1,0.05,2.3999997122992056e-07,51226,51227,61226,61227,256,0,0.0,1,0.019149666241,630,370,317,256,2,0.0078125,1,0.035533666197,628,335,365,0.007895308006179108,False,0.0,23630.674567656148,1317,1328
estados_senuelo,61.66666666666667,14,0.1,0.05,2.3999997122992056e-07,51228,51229,61228,61229,256,2,0.0078125,1,0.021613666164,723,427,406,256,0,0.0,1,0.036301666185,607,355,334,0.5,True,0.0,0.0,1556,1296
estados_senuelo,61.66666666666667,15,0.1,0.05,2.3999997122992056e-07,51230,51231,61230,61231,256,1,0.00390625,1,0.020269666206,683,352,380,256,1,0.00390625,1,0.038221666155,635,341,369,0.0037760792306960433,False,0.0,23207.099352416608,1415,1345
estados_senuelo,61.66666666666667,16,0.1,0.05,2.3999997122992056e-07,51232,51233,61232,61233,256,1,0.00390625,1,0.021485666168,716,393,357,256,2,0.0078125,1,0.03598166619,603,330,349,0.007895308006179108,False,0.0,22430.931036866026,1466,1282
estados_senuelo,61.66666666666667,17,0.1,0.05,2.3999997122992056e-07,51234,51235,61234,61235,256,0,0.0,1,0.019629666226,642,350,343,256,1,0.00390625,1,0.034637666211,614,333,319,0.0037760792306960433,False,0.0,24406.842883206733,1335,1266
estados_senuelo,61.66666666666667,18,0.1,0.05,2.3999997122992056e-07,51236,51237,61236,61237,256,0,0.0,1,0.021069666181,642,354,373,256,3,0.01171875,1,0.038285666153999996,635,383,382,0.012014536781662172,False,0.0,22937.63422392341,1369,1400
estados_senuelo,61.66666666666667,19,0.1,0.05,2.3999997122992056e-07,51238,51239,61238,61239,256,2,0.0078125,1,0.018637666257,605,353,383,256,0,0.0,1,0.036685666179,594,367,349,0.5,True,0.0,0.0,1341,1310
estados_senuelo,61.66666666666667,20,0.1,0.05,2.3999997122992056e-07,51240,51241,61240,61241,256,0,0.0,1,0.020845666188,678,378,419,256,1,0.00390625,1,0.036813666177,603,352,323,0.0037760792306960433,False,0.0,24406.842883206733,1475,1278
estados_senuelo,61.66666666666667,21,0.1,0.05,2.3999997122992056e-07,51242,51243,61242,61243,256,3,0.01171875,1,0.019789666221,634,379,356,256,0,0.0,1,0.033805666224,583,311,309,0.5,True,0.0,0.0,1369,1203
estados_senuelo,61.66666666666667,22,0.1,0.05,2.3999997122992056e-07,51244,51245,61244,61245,256,0,0.0,1,0.018669666256,604,338,379,256,2,0.0078125,1,0.034893666207,589,347,399,0.007895308006179108,False,0.0,23630.674567656148,1321,1335
estados_senuelo,61.66666666666667,23,0.1,0.05,2.3999997122992056e-07,51246,51247,61246,61247,256,0,0.0,1,0.018189666271,587,335,330,256,0,0.0,1,0.032077666250999996,557,328,336,0.5,True,0.0,0.0,1252,1221
estados_senuelo,61.66666666666667,24,0.1,0.05,2.3999997122992056e-07,51248,51249,61248,61249,256,2,0.0078125,1,0.02110166618,663,395,395,256,1,0.00390625,1,0.034893666207,602,325,347,0.0037760792306960433,False,0.0,22262.26122426231,1453,1274
estados_senuelo,61.66666666666667,25,0.1,0.05,2.3999997122992056e-07,51250,51251,61250,61251,256,0,0.0,1,0.020685666193,662,408,396,256,2,0.0078125,1,0.034829666208,607,321,326,0.007895308006179108,False,0.0,23630.674567656148,1466,1254
estados_senuelo,61.66666666666667,26,0.1,0.05,2.3999997122992056e-07,51252,51253,61252,61253,256,1,0.00390625,1,0.020045666213,736,358,376,256,1,0.00390625,1,0.033229666233,596,354,357,0.0037760792306960433,False,0.0,23207.099352416608,1470,1307
