experimento,eficiencia_barrida,repeticion,semilla_alice,semilla_bob,distancia_km,mu,eficiencia_detector,conteos_oscuros_hz,visibilidad,claves_completadas,bits_tamizados,errores,qber,tiempo_hasta_ultima_clave_s,tasa_tamizada_bps,indicador_ideal_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps,conteos_oscuros_barridos_hz
eficiencia_detector,0.19545454545454544,1,20202,20203,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.0008369999789999999,1223416.9960474994,1193889.2782214251,2070,929,906,3905,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,2,20204,20205,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,3,0.0029296875,0.00080499998,1272049.7210447136,1192715.0617625376,1903,924,915,3742,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,3,20206,20207,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,2,0.001953125,0.00080499998,1272049.7210447136,1216016.9839500093,1924,893,840,3657,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,4,20208,20209,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,2,0.001953125,0.0008369999789999999,1223416.9960474994,1169526.490226373,1921,913,911,3745,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,5,20210,20211,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,3,0.0029296875,0.00080499998,1272049.7210447136,1192715.0617625376,1920,884,935,3739,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,6,20212,20213,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,0,0.0,0.0008369999789999999,1223416.9960474994,1223416.9960473638,1932,968,935,3835,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,7,20214,20215,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.00080499998,1272049.7210447136,1241348.2305920776,1964,879,935,3778,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,8,20216,20217,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,0,0.0,0.000868999978,1178365.9676916585,1178365.967691528,2006,957,981,3944,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,9,20218,20219,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,2,0.001953125,0.0008369999789999999,1223416.9960474994,1169526.490226373,1978,963,957,3898,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,10,20220,20221,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,0,0.0,0.0008369999789999999,1223416.9960474994,1223416.9960473638,1989,974,943,3906,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,11,20222,20223,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,2,0.001953125,0.0008369999789999999,1223416.9960474994,1169526.490226373,2030,931,955,3916,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,12,20224,20225,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,4,0.00390625,0.0008369999789999999,1223416.9960474994,1125973.13707631,2016,960,942,3918,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,13,20226,20227,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,0,0.0,0.0008369999789999999,1223416.9960474994,1223416.9960473638,2075,950,949,3974,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,14,20228,20229,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.0008369999789999999,1223416.9960474994,1193889.2782214251,1975,966,919,3860,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,15,20230,20231,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,3,0.0029296875,0.0008369999789999999,1223416.9960474994,1147115.441999959,1998,966,990,3954,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,16,20232,20233,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,2,0.001953125,0.0008369999789999999,1223416.9960474994,1169526.490226373,1994,959,927,3880,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,17,20234,20235,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.0008369999789999999,1223416.9960474994,1193889.2782214251,2025,969,937,3931,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,18,20236,20237,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,0,0.0,0.000868999978,1178365.9676916585,1178365.967691528,2038,1017,948,4003,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,19,20238,20239,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,3,0.0029296875,0.000868999978,1178365.9676916585,1104874.137136677,2054,954,978,3986,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,20,20240,20241,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,3,0.0029296875,0.000868999978,1178365.9676916585,1104874.137136677,2040,952,959,3951,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,21,20242,20243,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,6,0.005859375,0.0008369999789999999,1223416.9960474994,1086330.5779225964,1941,939,971,3851,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,22,20244,20245,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.000772999981,1324708.958822083,1292736.5140512956,1942,843,842,3627,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,23,20246,20247,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.0008369999789999999,1223416.9960474994,1193889.2782214251,2013,939,934,3886,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,24,20248,20249,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.00080499998,1272049.7210447136,1241348.2305920776,1886,908,911,3705,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,25,20250,20251,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,4,0.00390625,0.0008369999789999999,1223416.9960474994,1125973.13707631,1945,928,908,3781,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,26,20252,20253,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.0008369999789999999,1223416.9960474994,1193889.2782214251,2026,949,986,3961,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,27,20254,20255,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,3,0.0029296875,0.00080499998,1272049.7210447136,1192715.0617625376,1942,904,934,3780,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,28,20256,20257,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,3,0.0029296875,0.00080499998,1272049.7210447136,1192715.0617625376,1951,899,913,3763,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.19545454545454544,29,20258,20259,5.0,0.1,0.19545454545454544,100.0,0.98,4,1024,1,0.0009765625,0.00080499998,1272049.7210447136,1241348.2305920776,1909,897,908,3714,2.9999995498908305e-07,616236.096445113,
eficiencia_detector,0.2681818181818182,0,20300,20301,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,0,0.0,0.0008369999789999999,1223416.9960474994,1223416.9960473638,2016,986,932,3934,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,1,20302,20303,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,1,0.0009765625,0.00080499998,1272049.7210447136,1241348.2305920776,1900,960,855,3715,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,2,20304,20305,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,2,0.001953125,0.0008369999789999999,1223416.9960474994,1169526.490226373,1973,936,980,3889,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,3,20306,20307,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,0,0.0,0.00080499998,1272049.7210447136,1272049.7210445728,1940,888,898,3726,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,4,20308,20309,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,3,0.0029296875,0.000868999978,1178365.9676916585,1104874.137136677,2047,975,964,3986,2.9999995498908305e-07,843097.5341486669,
